nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalite_francaise,orientation_sexuelle,nb_enfants,quotient_caf,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret,smoker_num,sexe_num,sport_licence_num,nationalite_francaise_num,orientation_sexuelle_num,niveau_etude_num,region_num
Jackson,Jeffrey,56,164.7,60.4,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,het,1,272.8,3183.0,veuf,4.0,0.69,2024-09-30,313.0,774.388,22709.650636469454,1,0,1,1,1,5,2
Barnes,William,41,165.8,87.3,H,non,bac,Auvergne-Rhône-Alpes,non,non,hom,4,321.1,2966.0,marié,1.0,0.52,2024-05-19,582.0,875.048,500.0,0,0,0,0,0,2,2
Kelly,Olivia,68,183.5,60.3,H,non,master,Normandie,oui,non,hom,2,230.5,3405.0,marié,4.0,0.15,2024-05-10,407.0,736.052,500.0,1,0,0,0,0,4,7
Mathis,Anita,61,166.7,94.1,F,non,aucun,Île-de-France,non,non,het,1,186.8,2134.0,divorcé,4.0,0.01,2020-03-22,546.0,882.4799999999999,500.0,0,1,0,0,1,1,1
Glover,Jeffrey,57,172.7,66.7,H,non,bac,Occitanie,non,oui,het,1,387.6,2588.0,marié,1.0,0.85,2024-11-28,582.0,835.168,11940.408084263883,0,0,0,1,1,2,6
Smith,Edward,40,173.1,91.0,H,non,bac+2,Normandie,oui,oui,het,0,308.8,3752.0,divorcé,0.0,0.28,2025-02-07,560.0,753.4599999999998,500.0,1,0,0,1,1,3,7
Williams,Jessica,45,174.0,71.7,F,oui,master,Auvergne-Rhône-Alpes,non,non,het,0,85.8,650.0,marié,0.0,0.62,2021-01-10,560.0,868.4040000000001,500.0,0,1,1,0,1,4,2
Jones,Michael,52,166.6,64.7,H,oui,bac,Auvergne-Rhône-Alpes,oui,oui,het,1,245.6,2661.0,marié,2.0,0.77,2024-03-02,420.0,712.016,787.3300695771405,1,0,1,1,1,2,2
Burke,James,52,168.7,82.1,F,oui,bac,Bretagne,oui,non,het,1,129.8,1387.0,célibataire,0.0,0.37,2021-09-12,560.0,977.742,500.0,1,1,1,0,1,2,3
Williams,Elizabeth,38,179.5,77.2,H,non,bac+2,Bretagne,oui,oui,het,2,256.9,2899.0,veuf,1.0,0.76,2022-07-22,582.0,948.8900000000001,14047.136442802628,1,0,0,1,1,3,3
Lawrence,Anthony,34,163.7,74.1,F,oui,bac,Bretagne,non,oui,het,2,160.5,1805.0,divorcé,3.0,0.06,2022-06-29,575.0,717.094,9265.088224975216,0,1,1,1,1,2,3
Rios,Laura,29,178.5,74.3,F,oui,master,Provence-Alpes-Côte d’Azur,oui,non,het,3,341.6,2666.0,célibataire,5.0,0.05,2025-05-16,435.0,739.4839999999999,500.0,1,1,1,0,1,4,5
Wang,Jonathan,69,172.5,63.6,F,oui,aucun,Île-de-France,oui,oui,het,3,376.4,2207.0,veuf,0.0,0.26,2025-03-18,560.0,871.6719999999999,5368.532335445859,1,1,1,1,1,1,1
Woodard,Sara,61,179.6,69.0,F,oui,bac,Bretagne,oui,oui,het,1,212.9,3055.0,marié,2.0,0.23,2024-03-06,570.0,849.68,500.0,1,1,1,1,1,2,3
Snyder,Dawn,29,150.9,89.3,H,non,bac,Île-de-France,non,oui,het,0,403.4,500.0,veuf,5.0,0.93,2024-02-15,578.0,675.32,500.0,0,0,0,1,1,2,1
Harper,Timothy,58,193.3,44.6,F,non,doctorat,Occitanie,non,oui,hom,5,103.1,2745.0,célibataire,2.0,0.93,2021-05-29,351.0,637.72,22107.084630390167,0,1,0,1,0,5,6
Swanson,Leonard,30,178.9,71.8,H,oui,aucun,Corse,oui,oui,het,2,371.0,500.0,célibataire,0.0,0.74,2024-03-31,560.0,822.03,500.0,1,0,1,1,1,1,8
Cunningham,Andrea,49,154.6,62.4,H,oui,bac+2,Corse,non,non,het,2,377.6,2027.0,veuf,5.0,0.95,2020-08-16,578.0,914.942,500.0,0,0,1,0,1,3,8
Phillips,Cynthia,54,171.6,86.6,H,non,bac,Île-de-France,oui,non,het,1,152.6,1073.0,veuf,4.0,0.72,2023-01-05,573.0,697.8,500.0,1,0,0,0,1,2,1
Whitaker,Christine,66,173.0,54.6,F,non,aucun,Corse,oui,non,het,0,169.5,1714.0,célibataire,1.0,0.64,2020-02-07,582.0,659.604,500.0,1,1,0,0,1,1,8
Fox,Dustin,73,162.2,65.6,F,non,doctorat,Auvergne-Rhône-Alpes,oui,non,het,2,53.3,2425.0,célibataire,5.0,0.15,2021-05-25,578.0,689.472,500.0,1,1,0,0,1,5,2
Carroll,Ronald,45,177.2,69.8,H,oui,aucun,Normandie,non,oui,hom,2,262.7,3209.0,veuf,1.0,0.02,2021-06-05,347.0,827.874,8828.807368665195,0,0,1,1,0,1,7
Levine,Jessica,68,180.6,58.7,H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,hom,1,386.8,2027.0,veuf,5.0,0.77,2020-09-22,578.0,803.52,500.0,0,0,1,0,0,3,2
Rojas,Teresa,56,156.2,73.6,H,oui,aucun,Occitanie,non,oui,het,1,130.6,2375.0,veuf,1.0,0.97,2024-01-27,434.0,687.508,500.0,0,0,1,1,1,1,6
Lowe,Julie,25,163.1,65.6,F,non,bac+2,Occitanie,oui,non,het,4,220.9,2355.0,divorcé,3.0,0.85,2023-02-23,561.0,947.63,500.0,1,1,0,0,1,3,6
Mccoy,Jacqueline,40,167.1,78.2,F,oui,aucun,Corse,oui,non,hom,1,498.1,500.0,célibataire,1.0,0.5,2023-06-24,582.0,822.03,500.0,1,1,1,0,0,1,8
Edwards,Erin,37,164.7,81.6,F,oui,aucun,Auvergne-Rhône-Alpes,non,non,het,5,399.9,2585.0,célibataire,1.0,0.93,2025-05-21,540.0,678.374,500.0,0,1,1,0,1,1,2
White,Matthew,64,165.4,81.1,F,non,aucun,Auvergne-Rhône-Alpes,non,oui,het,0,230.2,500.0,marié,4.0,0.67,2023-02-27,629.0,555.71,500.0,0,1,0,1,1,1,2
Wilson,Christopher,19,170.6,78.6,F,oui,bac+2,Corse,oui,non,het,0,215.1,2108.0,célibataire,1.0,0.87,2024-03-03,340.0,919.646,500.0,1,1,1,0,1,3,8
Arnold,Carlos,73,169.5,61.7,H,non,bac+2,Normandie,non,oui,het,1,324.6,1714.0,marié,4.0,0.45,2020-02-26,573.0,710.622,500.0,0,0,0,1,1,3,7
Smith,Deborah,18,177.5,89.5,F,non,aucun,Hauts-de-France,non,non,het,0,419.7,500.0,marié,3.0,0.32,2021-09-22,727.0,496.85,500.0,0,1,0,0,1,1,4
Stephens,Cathy,44,160.0,78.2,F,non,aucun,Occitanie,oui,oui,het,-1,235.9,500.0,célibataire,3.0,0.69,2024-08-27,575.0,1211.89,500.0,1,1,0,1,1,1,6
Simmons,Stephanie,19,185.7,71.8,H,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,het,4,291.6,1062.0,marié,0.0,0.03,2020-05-03,560.0,839.46,11299.517929754677,1,0,0,1,1,2,5
Jordan,Joe,47,179.3,86.0,F,oui,master,Hauts-de-France,oui,oui,het,4,276.9,2287.0,célibataire,1.0,0.97,2022-03-17,582.0,922.9459999999999,28634.71004970428,1,1,1,1,1,4,4
Jenkins,Francisco,20,155.5,93.5,H,oui,bac+2,Normandie,non,non,het,0,359.1,4313.0,veuf,2.0,0.27,2025-01-09,821.0,717.8340000000001,500.0,0,0,1,0,1,3,7
Wolfe,Don,30,160.4,82.6,H,non,master,Bretagne,oui,non,het,2,132.6,2217.0,marié,4.0,0.5,2022-10-09,573.0,947.9939999999999,500.0,1,0,0,0,1,4,3
Keith,William,57,182.4,74.4,H,non,aucun,Île-de-France,oui,oui,het,-1,317.8,2995.0,divorcé,5.0,0.9,2020-01-07,578.0,834.2139999999999,500.0,1,0,0,1,1,1,1
Bowman,Kristin,46,156.5,59.4,F,non,aucun,Île-de-France,non,oui,het,1,281.5,2904.0,marié,4.0,0.12,2023-11-11,573.0,1060.672,724.5169875849572,0,1,0,1,1,1,1
Andersen,Jason,62,150.7,71.6,F,oui,bac,Hauts-de-France,non,oui,het,1,305.4,3558.0,divorcé,1.0,0.3,2024-05-05,582.0,763.766,7123.930097148145,0,1,1,1,1,2,4
Huynh,Heather,57,162.6,77.4,F,oui,aucun,Occitanie,oui,non,het,2,281.9,2860.0,célibataire,0.0,0.28,2020-11-04,493.0,269.49,500.0,1,1,1,0,1,1,6
Bishop,Lonnie,74,163.8,71.3,F,oui,bac,Bretagne,oui,oui,hom,3,284.4,2801.0,célibataire,3.0,0.51,2025-04-17,381.0,809.6379999999999,18663.975675735044,1,1,1,1,0,2,3
Contreras,Kelly,65,176.3,76.6,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,het,0,55.2,2885.0,divorcé,0.0,0.13,2024-07-20,492.0,1004.052,500.0,1,1,1,1,1,3,2
Contreras,Amanda,32,169.2,67.1,F,non,bac+2,Corse,oui,oui,het,2,115.4,1151.0,célibataire,5.0,0.67,2023-07-10,619.0,1052.74,500.0,1,1,0,1,1,3,8
Hatfield,Donald,67,155.5,78.0,H,non,bac,Bretagne,oui,oui,het,1,301.2,1432.0,divorcé,5.0,0.45,2024-01-24,578.0,938.816,500.0,1,0,0,1,1,2,3
Castaneda,Colin,42,152.5,54.4,F,oui,master,Normandie,non,oui,het,3,158.1,1884.0,célibataire,4.0,0.02,2022-02-24,608.0,260.35810000000004,33147.73312660332,0,1,1,1,1,4,7
Davis,Shelley,71,179.6,73.2,F,oui,doctorat,Bretagne,oui,oui,het,2,353.8,3718.0,marié,0.0,0.17,2022-03-13,560.0,671.418,17701.094898594056,1,1,1,1,1,5,3
Norris,Caitlyn,30,162.5,98.3,F,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,het,0,380.0,1711.0,marié,0.0,0.94,2021-01-29,614.0,550.1299999999999,4260.205474963398,1,1,0,1,1,3,2
Foster,Timothy,32,165.6,63.5,H,oui,bac+2,Occitanie,oui,oui,het,2,287.7,2745.0,divorcé,0.0,0.18,2020-03-06,355.0,882.0139999999999,4164.6912557929645,1,0,1,1,1,3,6
White,Crystal,61,173.9,67.9,H,non,aucun,Bretagne,oui,non,hom,3,80.7,4611.0,célibataire,5.0,0.65,2023-10-06,318.0,453.46000000000004,500.0,1,0,0,0,0,1,3
Cross,Annette,40,178.2,38.7,F,non,doctorat,Bretagne,non,oui,het,2,324.0,1714.0,divorcé,0.0,0.97,2022-10-04,560.0,641.24,18041.07789998159,0,1,0,1,1,5,3
Ramirez,Jose,65,188.9,76.9,F,non,doctorat,Normandie,non,oui,het,1,398.9,840.0,divorcé,2.0,0.3,2023-02-03,570.0,621.482,2869.4551135922416,0,1,0,1,1,5,7
English,Brian,32,152.8,91.5,H,oui,bac+2,Hauts-de-France,non,oui,het,2,199.0,3007.0,veuf,4.0,0.28,2022-06-17,573.0,674.622,15926.0672195142,0,0,1,1,1,3,4
Hendrix,Jonathon,70,163.0,54.3,F,non,bac+2,Bretagne,non,oui,het,1,308.1,1863.0,divorcé,3.0,0.04,2020-11-02,693.0,780.3159999999999,10698.348973473518,0,1,0,1,1,3,3
Henderson,Timothy,57,169.8,51.9,H,non,bac,Bretagne,oui,non,het,1,256.3,1140.0,marié,0.0,0.31,2021-01-04,477.0,332.7,500.0,1,0,0,0,1,2,3
Ellis,Katherine,49,181.6,71.2,F,oui,master,Île-de-France,non,non,het,2,343.9,2282.0,divorcé,1.0,0.77,2021-06-03,461.0,811.5319999999999,4126.23236473372,0,1,1,0,1,4,1
Mora,David,32,171.7,98.3,F,oui,doctorat,Île-de-France,oui,non,het,2,89.8,2335.0,divorcé,3.0,0.0,2020-12-19,575.0,748.204,7962.6365101393085,1,1,1,0,1,5,1
Key,Samuel,45,162.9,90.2,F,oui,bac,Auvergne-Rhône-Alpes,oui,non,het,3,369.5,2717.0,veuf,1.0,0.88,2020-08-30,582.0,608.0,500.0,1,1,1,0,1,2,2
Martinez,Ronald,51,172.8,68.6,H,non,doctorat,Auvergne-Rhône-Alpes,non,oui,het,1,349.8,2036.0,veuf,3.0,0.46,2021-06-25,654.0,597.74,29598.081665312373,0,0,0,1,1,5,2
Williams,Christopher,30,185.4,102.5,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,het,2,70.8,4074.0,divorcé,2.0,0.73,2024-05-21,608.0,1298.3356,8553.210981233618,1,0,1,0,1,5,5
Fields,Shaun,29,168.3,68.0,H,non,master,Auvergne-Rhône-Alpes,oui,non,het,0,322.3,2218.0,célibataire,2.0,0.94,2022-05-03,627.0,947.9939999999999,500.0,1,0,0,0,1,4,2
Owens,Tara,64,184.3,53.7,H,non,doctorat,Auvergne-Rhône-Alpes,non,oui,het,2,175.0,784.0,célibataire,3.0,0.1,2025-04-23,575.0,826.372,33143.86606672308,0,0,0,1,1,5,2
Sharp,Robert,62,162.1,63.1,H,non,master,Corse,non,oui,het,1,217.0,2730.0,célibataire,2.0,0.0,2023-06-22,603.0,555.624,3198.112179176898,0,0,0,1,1,4,8
Johnson,Rachel,65,176.4,65.0,H,non,doctorat,Auvergne-Rhône-Alpes,non,oui,het,0,182.0,2966.0,divorcé,2.0,0.19,2020-11-16,787.0,963.68,26667.913502058876,0,0,0,1,1,5,2
Scott,Jacob,19,165.8,75.2,H,non,bac+2,Hauts-de-France,non,oui,het,1,318.1,4148.0,marié,1.0,0.46,2020-08-12,604.0,942.8939999999999,20173.63786946189,0,0,0,1,1,3,4
Sullivan,Jessica,20,173.4,67.5,H,non,bac+2,Occitanie,non,oui,het,2,171.3,1844.0,marié,3.0,0.66,2022-10-07,575.0,536.424,10060.032298074726,0,0,0,1,1,3,6
Morrow,Anthony,39,156.3,86.0,H,non,bac,Île-de-France,non,oui,het,2,338.5,2673.0,marié,3.0,0.43,2022-04-09,656.0,726.022,12071.838057760751,0,0,0,1,1,2,1
Cain,Ernest,18,168.5,63.3,F,non,bac,Bretagne,non,non,het,3,425.7,1476.0,marié,2.0,0.38,2021-02-23,570.0,866.47,500.0,0,1,0,0,1,2,3
Hall,Courtney,48,171.8,83.8,H,non,bac,Provence-Alpes-Côte d’Azur,non,non,het,0,185.2,3196.0,divorcé,3.0,0.97,2020-06-12,758.0,853.7040000000001,500.0,0,0,0,0,1,2,5
Haynes,Rebecca,46,182.5,46.0,H,non,bac+2,Corse,oui,non,het,4,271.5,3478.0,célibataire,4.0,0.13,2020-03-17,573.0,711.3179999999999,500.0,1,0,0,0,1,3,8
Murphy,Sarah,64,155.9,78.6,F,oui,bac+2,Bretagne,non,non,het,2,247.8,3686.0,marié,5.0,0.7,2020-04-25,578.0,926.76,3757.997501010196,0,1,1,0,1,3,3
Tanner,Andrew,72,154.0,66.9,F,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,het,0,452.1,2474.0,marié,4.0,0.24,2023-01-19,573.0,868.302,500.0,1,1,1,1,1,1,2
Wong,Sarah,36,171.7,60.1,H,oui,doctorat,Corse,non,oui,het,0,344.6,4571.0,marié,0.0,0.36,2022-04-16,313.0,830.5,21940.88327414301,0,0,1,1,1,5,8
Lowe,Christine,30,168.9,99.2,F,non,master,Hauts-de-France,oui,non,het,2,408.1,1800.0,marié,2.0,0.65,2023-08-12,570.0,752.9019999999999,500.0,1,1,0,0,1,4,4
Miles,Jonathan,24,165.3,69.8,F,non,bac,Normandie,non,oui,het,2,126.6,2044.0,veuf,0.0,0.44,2020-11-17,560.0,620.6659999999999,500.0,0,1,0,1,1,2,7
Brandt,Margaret,54,187.7,67.4,F,non,aucun,Auvergne-Rhône-Alpes,non,non,het,2,233.0,3362.0,célibataire,3.0,0.69,2020-12-10,315.0,1135.66,500.0,0,1,0,0,1,1,2
Johnson,Carol,68,178.5,64.4,H,oui,aucun,Occitanie,oui,oui,het,-1,290.3,4731.0,veuf,5.0,0.27,2021-10-04,491.0,943.96,500.0,1,0,1,1,1,1,6
Mcdonald,Sean,71,170.0,57.4,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,het,0,179.1,2007.0,divorcé,0.0,0.36,2022-12-31,644.0,741.4680000000001,25455.9431158923,0,0,1,1,1,3,5
Turner,John,49,157.8,79.4,H,oui,aucun,Hauts-de-France,oui,oui,het,4,429.6,2007.0,divorcé,2.0,0.88,2020-03-11,570.0,741.4680000000001,6574.222289702924,1,0,1,1,1,1,4
Watson,Leslie,29,173.8,62.6,F,oui,master,Hauts-de-France,non,oui,het,1,176.7,4696.0,veuf,5.0,0.76,2024-03-11,800.0,761.0440000000001,31086.51164951273,0,1,1,1,1,4,4
Frank,Marissa,53,161.3,92.0,F,non,bac,Corse,oui,oui,hom,3,130.1,2407.0,veuf,3.0,0.36,2025-01-17,575.0,651.6299999999999,500.0,1,1,0,1,0,2,8
Lewis,Anna,73,172.1,66.0,F,oui,aucun,Bretagne,non,oui,het,-1,187.9,3082.0,veuf,1.0,0.54,2020-09-18,582.0,865.1359999999999,6699.587799402342,0,1,1,1,1,1,3
Smith,Elizabeth,35,163.3,55.2,F,non,aucun,Corse,non,oui,hom,0,190.3,1869.0,veuf,3.0,0.79,2020-03-28,575.0,859.234,500.0,0,1,0,1,0,1,8
Mcintosh,Jennifer,51,168.9,80.1,F,non,master,Normandie,oui,oui,het,0,325.7,5913.0,veuf,0.0,0.85,2021-01-12,519.0,1044.4260000000002,500.0,1,1,0,1,1,4,7
Berger,Kelly,46,172.5,48.6,F,non,aucun,Normandie,oui,oui,het,1,209.1,3093.0,divorcé,1.0,0.01,2022-09-11,582.0,780.006,500.0,1,1,0,1,1,1,7
Nelson,Steven,24,170.5,87.5,H,oui,aucun,Hauts-de-France,oui,oui,het,4,123.6,1688.0,marié,3.0,0.34,2023-07-17,575.0,732.566,10668.311052549338,1,0,1,1,1,1,4
Lewis,Sean,31,182.4,60.1,F,non,aucun,Provence-Alpes-Côte d’Azur,non,non,het,1,165.0,500.0,marié,5.0,0.46,2025-03-18,578.0,870.742,500.0,0,1,0,0,1,1,5
Perez,Jessica,44,170.2,71.1,H,oui,master,Auvergne-Rhône-Alpes,oui,non,het,2,374.3,2804.0,divorcé,1.0,0.24,2021-02-18,589.0,772.35,500.0,1,0,1,0,1,4,2
Cuevas,Anna,63,172.4,52.8,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,het,4,40.5,4639.0,marié,2.0,0.38,2021-03-05,657.0,879.1479999999999,30726.64177784048,1,0,0,1,1,5,2
Shannon,Matthew,20,175.6,71.1,F,oui,bac,Occitanie,oui,non,het,2,264.2,3313.0,divorcé,2.0,0.56,2023-08-10,570.0,794.7700000000001,500.0,1,1,1,0,1,2,6
Ortega,Gail,73,181.9,60.3,H,oui,doctorat,Hauts-de-France,non,non,het,2,281.3,1487.0,veuf,1.0,0.47,2023-06-04,771.0,714.692,500.0,0,0,1,0,1,5,4
Rivera,Cheryl,51,181.7,57.2,F,non,aucun,Hauts-de-France,oui,non,het,2,224.2,3392.0,divorcé,2.0,0.36,2022-11-03,570.0,777.9619999999999,500.0,1,1,0,0,1,1,4
Barnes,Jake,73,189.8,64.7,F,non,bac,Normandie,non,non,het,2,298.7,2518.0,marié,5.0,0.85,2021-06-24,611.0,736.1940000000001,500.0,0,1,0,0,1,2,7
Martinez,Yvonne,18,172.4,76.7,H,oui,bac,Bretagne,oui,oui,hom,3,427.8,1930.0,célibataire,1.0,0.45,2023-08-12,582.0,771.49,14572.351198135411,1,0,1,1,0,2,3
Ortega,David,74,156.6,61.7,F,oui,aucun,Corse,non,oui,het,2,100.2,2484.0,divorcé,3.0,0.74,2022-06-16,575.0,830.8279999999999,500.0,0,1,1,1,1,1,8
Tran,Jonathan,42,161.5,71.2,F,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,het,3,371.1,3751.0,célibataire,4.0,0.61,2024-07-29,384.0,753.4599999999998,29795.832138997044,0,1,0,1,1,3,5
Evans,Danielle,62,182.6,69.7,H,non,bac,Auvergne-Rhône-Alpes,oui,oui,het,3,359.6,4066.0,marié,4.0,0.32,2021-03-24,573.0,636.5600000000001,18583.050382637262,1,0,0,1,1,2,2
Harvey,Chris,20,181.0,63.8,F,oui,master,Île-de-France,non,oui,het,2,349.6,564.0,veuf,4.0,0.96,2024-12-08,550.0,626.12,22620.347143456664,0,1,1,1,1,4,1
Johnson,Timothy,43,193.6,65.8,H,non,doctorat,Normandie,non,non,het,2,328.5,5051.0,divorcé,0.0,0.45,2022-05-04,560.0,799.884,6375.137589688704,0,0,0,0,1,5,7
Nguyen,Eric,35,156.2,48.4,F,oui,bac+2,Hauts-de-France,non,non,het,1,295.6,1112.0,célibataire,3.0,0.29,2020-06-10,575.0,336.97,500.0,0,1,1,0,1,3,4
Washington,Jacob,56,159.6,95.6,F,oui,doctorat,Hauts-de-France,non,oui,hom,0,319.4,608.0,marié,3.0,0.44,2021-05-22,575.0,839.5559999999999,4809.01136075152,0,1,1,1,0,5,4
Dyer,Tara,68,180.4,60.7,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,hom,1,405.3,1369.0,veuf,0.0,0.49,2021-08-22,703.0,958.7120000000001,2581.7394115779,0,0,0,1,0,2,5
Webb,Nicholas,34,172.1,51.8,F,non,bac+2,Occitanie,oui,non,het,2,68.5,3657.0,veuf,3.0,0.52,2024-12-16,575.0,783.164,500.0,1,1,0,0,1,3,6
Hood,Kenneth,32,193.80900000000003,70.9,F,oui,master,Hauts-de-France,non,non,het,2,178.9,2485.0,divorcé,3.0,0.86,2023-10-02,439.0,830.8279999999999,500.0,0,1,1,0,1,4,4
Bell,Rebecca,41,170.6,85.3,H,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,het,3,187.4,2898.0,divorcé,5.0,0.26,2020-04-16,578.0,866.3299999999999,28497.60897043308,1,0,1,1,1,3,2
Adams,Jennifer,61,179.0,70.0,F,non,aucun,Corse,non,oui,het,1,312.3,3318.0,célibataire,1.0,0.22,2024-10-02,582.0,836.942,500.0,0,1,0,1,1,1,8
Odom,Joshua,65,167.2,58.7,F,oui,doctorat,Corse,oui,non,het,2,259.7,3096.0,veuf,1.0,0.8,2020-02-01,582.0,828.7540000000001,500.0,1,1,1,0,1,5,8
White,Patrick,19,183.7,69.2,H,oui,bac+2,Corse,oui,oui,het,3,155.4,1712.0,divorcé,2.0,0.04,2021-02-05,507.0,550.1299999999999,4086.875794271885,1,0,1,1,1,3,8
Norman,Jerry,67,184.2,53.7,H,non,bac,Auvergne-Rhône-Alpes,oui,non,het,3,293.1,2572.0,veuf,0.0,0.88,2024-07-24,560.0,619.484,500.0,1,0,0,0,1,2,2
Hall,Vicki,63,176.2,75.0,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,het,3,124.1,1938.0,célibataire,2.0,0.26,2022-10-31,522.0,478.18600000000004,15945.845941278989,1,0,1,1,1,5,2
Hernandez,Haley,40,187.5,75.0,H,oui,bac+2,Île-de-France,non,non,het,2,302.4,781.0,célibataire,2.0,0.77,2021-06-15,570.0,870.9119999999999,500.0,0,0,1,0,1,3,1
Nguyen,Diana,62,179.2,77.9,H,non,bac,Bretagne,non,non,het,1,83.1,2836.0,célibataire,3.0,0.14,2022-11-02,332.0,715.61,500.0,0,0,0,0,1,2,3
Allen,Christina,36,159.8,74.1,H,non,bac,Hauts-de-France,non,non,het,2,118.7,3877.0,veuf,4.0,0.54,2022-11-03,825.0,875.406,500.0,0,0,0,0,1,2,4
Hernandez,Douglas,70,164.5,48.2,F,non,aucun,Normandie,oui,non,het,0,249.7,2544.0,marié,5.0,0.95,2020-01-19,578.0,796.21,500.0,1,1,0,0,1,1,7
Hall,Wayne,22,175.7,64.8,F,non,doctorat,Normandie,oui,oui,het,2,201.8,5002.0,marié,4.0,0.27,2022-08-27,573.0,738.6460000000001,20429.17525003172,1,1,0,1,1,5,7
Pearson,Aaron,41,153.1,56.6,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,hom,1,429.4,2369.0,célibataire,0.0,0.51,2023-05-25,491.0,793.6460000000001,500.0,1,1,0,0,0,5,5
Holmes,Kimberly,51,169.1,80.7,H,oui,bac+2,Corse,non,oui,het,3,175.7,1775.0,célibataire,5.0,0.54,2024-07-01,578.0,774.458,7083.810429774837,0,0,1,1,1,3,8
Little,Jamie,40,170.1,79.6,F,non,master,Provence-Alpes-Côte d’Azur,non,non,het,3,299.3,3097.0,célibataire,0.0,0.5,2024-11-27,603.0,828.7540000000001,500.0,0,1,0,0,1,4,5
Boyd,Gary,27,171.5,62.1,H,oui,doctorat,Normandie,oui,oui,het,1,224.2,5009.0,divorcé,3.0,0.06,2022-10-21,575.0,732.0040000000001,12975.524515873962,1,0,1,1,1,5,7
Rose,Megan,29,179.6,94.6,F,non,doctorat,Bretagne,non,non,het,3,429.9,758.0,veuf,3.0,0.64,2021-09-28,575.0,636.628,1870.2603638995172,0,1,0,0,1,5,3
Wallace,Robert,72,163.2,61.4,H,non,master,Occitanie,oui,oui,het,0,309.0,3725.0,veuf,5.0,0.86,2024-06-26,674.0,658.87,11938.779563591164,1,0,0,1,1,4,6
Lindsey,Cassidy,61,179.2,73.2,H,non,master,Auvergne-Rhône-Alpes,oui,oui,hom,0,319.6,3213.0,veuf,0.0,0.53,2024-07-12,848.0,696.404,16403.29441274787,1,0,0,1,0,4,2
Branch,Ronald,53,185.6,70.2,F,oui,master,Occitanie,non,non,het,2,347.7,1955.0,divorcé,0.0,0.43,2021-08-17,657.0,791.38,500.0,0,1,1,0,1,4,6
Mejia,Hannah,18,171.0,81.0,H,non,master,Hauts-de-France,oui,non,het,1,302.4,3679.0,divorcé,5.0,0.7,2024-05-21,578.0,939.6220000000001,500.0,1,0,0,0,1,4,4
Ramirez,Matthew,37,167.1,60.8,F,non,master,Corse,non,oui,het,1,177.4,2022.0,célibataire,3.0,0.73,2023-07-17,575.0,912.97,8190.2175799833185,0,1,0,1,1,4,8
Perez,Karina,32,164.7,87.4,H,oui,doctorat,Normandie,non,non,het,0,268.2,3343.0,divorcé,4.0,0.91,2021-02-21,438.0,765.9939999999999,4057.840584185196,0,0,1,0,1,5,7
Harrington,Emma,19,161.8,70.9,H,non,master,Normandie,oui,non,het,2,168.1,3313.0,célibataire,4.0,0.63,2025-02-03,404.0,762.548,500.0,1,0,0,0,1,4,7
Dean,Karl,42,174.2,67.3,F,oui,doctorat,Hauts-de-France,oui,oui,het,1,243.5,3843.0,divorcé,2.0,0.64,2025-04-16,570.0,741.2500000000001,12545.38347718194,1,1,1,1,1,5,4
Odonnell,Joshua,21,166.6,103.0,H,oui,bac,Occitanie,non,non,het,0,281.4,1644.0,célibataire,1.0,0.62,2022-02-17,582.0,568.05,500.0,0,0,1,0,1,2,6
Cunningham,Christopher,58,167.8,62.9,H,non,aucun,Auvergne-Rhône-Alpes,oui,non,het,1,254.7,2937.0,veuf,0.0,0.44,2021-01-29,560.0,953.932,500.0,1,0,0,0,1,1,2
Tran,Robert,63,169.7,77.4,H,oui,master,Île-de-France,oui,oui,het,-1,199.0,1647.0,marié,1.0,0.24,2021-02-06,310.0,301.0,3767.297420804164,1,0,1,1,1,4,1
Hanson,Rachel,27,171.9,70.9,F,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,het,0,304.6,3057.0,divorcé,4.0,0.13,2022-08-11,551.0,940.332,500.0,0,1,0,1,1,1,5
Price,Ryan,49,165.8,56.2,H,oui,bac,Corse,non,oui,het,0,212.1,2478.0,marié,1.0,0.43,2025-05-21,582.0,822.8059999999999,500.0,0,0,1,1,1,2,8
Schaefer,Rodney,46,180.0,67.1,H,oui,bac+2,Normandie,non,oui,het,3,242.0,2347.0,célibataire,5.0,0.06,2025-03-08,334.0,771.1279999999999,19162.10686185812,0,0,1,1,1,3,7
