nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalite_francaise,orientation_sexuelle,nb_enfants,quotient_caf,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Miller,Deanna,19,174.0,73.4,H,non,aucun,Île-de-France,oui,non,het,1,292.0,2853.0,veuf,0.0,0.71,2021-11-29,724.0,752.106,500.0
Dickson,Brian,50,189.8,55.2,F,non,master,Bretagne,non,oui,het,0,376.9,1648.0,marié,3.0,0.16,2024-10-02,575.0,565.784,11390.037382791
Owens,Christian,27,175.3,66.4,F,non,bac+2,Occitanie,non,non,het,1,316.4,2485.0,veuf,3.0,0.17,2025-05-27,575.0,811.928,500.0
Marshall,Chris,54,185.3,56.6,F,non,bac+2,Hauts-de-France,oui,non,het,0,330.1,4411.0,marié,1.0,0.88,2024-03-13,582.0,916.086,500.0
Riley,Benjamin,19,176.7,75.6,H,non,aucun,Normandie,oui,oui,het,2,401.1,4857.0,veuf,5.0,0.53,2024-09-19,767.0,769.23,6582.197865609765
Wilcox,Patricia,67,170.9,58.9,H,oui,doctorat,Bretagne,oui,oui,het,0,393.7,500.0,célibataire,2.0,0.64,2025-05-22,333.0,260.35810000000004,500.0
Mcdaniel,Katherine,73,158.5,65.1,H,oui,doctorat,Bretagne,oui,oui,het,1,201.5,3528.0,marié,4.0,0.12,2022-02-14,573.0,663.782,29514.52882828351
Dunn,Eric,66,170.2,60.0,F,oui,doctorat,Corse,non,oui,het,0,434.2,2669.0,divorcé,3.0,0.73,2023-06-10,613.0,729.42,21400.98444677529
Ingram,Shawn,42,183.0,78.7,F,non,aucun,Provence-Alpes-Côte d’Azur,non,non,het,2,390.9,2008.0,veuf,2.0,0.82,2022-04-19,570.0,726.206,500.0
Edwards,Julie,34,175.4,62.1,H,non,bac,Normandie,non,oui,het,3,237.6,3601.0,marié,3.0,0.67,2024-02-08,548.0,595.374,20409.12859365508
Fox,Michael,43,159.5,86.0,H,oui,bac,Corse,non,oui,hom,2,87.5,4379.0,divorcé,1.0,0.42,2023-07-17,399.0,842.4300000000001,9542.31060712263
Baker,David,45,155.9,68.8,F,non,bac,Bretagne,oui,non,het,0,22.4,1601.0,divorcé,3.0,0.72,2025-01-22,575.0,836.8340000000001,500.0
Ingram,Jeffrey,27,163.8,63.8,F,oui,bac,Normandie,non,non,het,2,193.0,1904.0,veuf,5.0,0.86,2021-02-04,510.0,458.8639999999999,500.0
Wilson,Lori,20,173.4,57.1,H,non,aucun,Occitanie,non,oui,het,1,296.6,1980.0,marié,0.0,0.38,2020-09-29,696.0,882.5219999999999,1879.257001742108
Brown,Brian,43,183.7,68.2,F,oui,aucun,Occitanie,oui,oui,het,1,342.6,3723.0,divorcé,2.0,0.64,2022-06-05,570.0,801.21,500.0
Phillips,Robert,41,156.8,61.1,F,oui,master,Auvergne-Rhône-Alpes,non,non,het,4,316.2,1653.0,célibataire,5.0,0.62,2023-08-23,838.0,883.7220000000001,15849.68395048485
Andrews,Scott,23,175.3,80.4,F,oui,bac+2,Occitanie,non,non,het,0,591.5,4067.0,divorcé,2.0,0.88,2023-08-22,365.0,773.3,500.0
Ochoa,Jessica,40,190.6,67.1,F,non,doctorat,Corse,oui,non,het,2,285.1,666.0,marié,2.0,0.24,2022-01-27,570.0,921.0060000000001,500.0
Robinson,Kevin,69,161.9,80.5,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,het,2,193.6,1757.0,marié,0.0,0.7,2020-02-11,560.0,724.25,1674.2451379697077
Rodriguez,Juan,74,168.4,72.2,F,non,aucun,Île-de-France,non,non,het,1,204.0,4362.0,divorcé,0.0,0.31,2020-12-28,560.0,715.332,500.0
Harris,Colleen,52,176.9,91.3,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,het,2,196.6,2389.0,veuf,2.0,0.68,2024-10-17,570.0,660.99,500.0
Middleton,Sheri,28,159.8,66.5,F,non,master,Île-de-France,oui,oui,het,1,425.0,2946.0,veuf,5.0,0.19,2025-03-22,578.0,1116.3799999999999,6723.274849746313
Cooper,Dominic,36,168.0,86.6,F,non,master,Corse,non,oui,het,4,381.6,1993.0,célibataire,3.0,0.58,2022-12-15,575.0,739.4259999999999,9681.924273085016
Kim,Judy,72,168.7,88.5,H,oui,aucun,Normandie,oui,non,het,0,196.7,3375.0,veuf,3.0,0.39,2024-06-06,575.0,795.2139999999999,500.0
Lopez,Ashley,45,164.8,73.3,F,oui,master,Bretagne,oui,non,het,0,328.3,2593.0,marié,0.0,0.69,2023-01-23,477.0,941.5139999999999,500.0
Campbell,Kellie,73,178.3,72.6,F,non,doctorat,Normandie,non,oui,het,1,283.2,3912.0,divorcé,2.0,0.64,2023-02-12,527.0,732.932,18285.126331730804
Vazquez,Derrick,30,167.7,61.4,F,oui,bac,Auvergne-Rhône-Alpes,oui,oui,het,0,145.8,1412.0,divorcé,0.0,0.19,2023-07-21,475.0,886.882,500.0
Smith,Larry,30,160.3,89.2,F,non,bac,Occitanie,oui,non,het,0,242.7,2854.0,veuf,5.0,0.43,2022-03-27,578.0,766.5719999999999,500.0
Sims,Megan,73,172.6,54.8,F,oui,master,Occitanie,non,oui,het,0,356.7,2789.0,marié,5.0,0.79,2025-02-10,578.0,906.0,20823.171909836987
Saunders,Cody,21,171.9,57.8,H,non,master,Corse,non,oui,het,0,261.1,2180.0,célibataire,4.0,0.95,2024-07-01,589.0,578.09,10547.7539293674
Holmes,Kimberly,42,161.2,89.6,H,non,master,Corse,oui,oui,het,1,340.7,2742.0,veuf,2.0,0.11,2020-11-14,728.0,882.382,500.0
Reeves,Jasmine,41,159.2,87.6,H,oui,master,Hauts-de-France,oui,oui,het,2,219.4,2701.0,divorcé,2.0,0.14,2022-11-23,570.0,1298.3356,24721.220966627254
Dawson,Vicki,53,157.7,65.1,F,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,het,1,137.1,2358.0,célibataire,2.0,0.86,2025-01-03,761.0,775.534,9962.21034296216
Johnston,Jennifer,49,180.2,57.6,F,oui,bac,Normandie,oui,oui,het,6,226.7,3558.0,divorcé,4.0,0.22,2024-07-30,705.0,771.742,26705.397645077628
Clark,Cindy,30,172.6,94.5,F,oui,master,Provence-Alpes-Côte d’Azur,non,oui,het,4,174.8,2771.0,célibataire,2.0,0.98,2022-09-25,570.0,366.39,48413.86593847863
Vazquez,Benjamin,43,180.5,86.8,F,oui,aucun,Île-de-France,oui,non,het,1,179.6,3182.0,veuf,3.0,0.86,2022-05-26,610.0,796.5899999999999,500.0
Anderson,Caitlin,73,166.7,66.7,F,non,master,Corse,oui,oui,het,0,177.6,1490.0,célibataire,3.0,0.83,2022-02-12,372.0,846.3699999999999,500.0
Ramirez,Juan,75,171.0,85.0,H,non,bac,Île-de-France,oui,oui,hom,1,359.0,2738.0,veuf,0.0,0.94,2023-08-31,560.0,706.734,1184.6659108572665
Hunt,David,45,164.1,86.9,F,oui,bac,Provence-Alpes-Côte d’Azur,non,non,het,1,345.4,3344.0,divorcé,0.0,0.17,2020-09-19,560.0,595.212,500.0
Ruiz,Jill,46,186.1,48.4,H,non,bac+2,Bretagne,oui,non,hom,1,201.6,2168.0,marié,2.0,0.71,2020-09-21,540.0,842.3059999999999,500.0
Gonzalez,Christopher,33,181.3,102.0,H,non,bac,Corse,non,oui,het,3,252.0,3494.0,divorcé,3.0,0.41,2023-09-13,575.0,768.8059999999999,19972.604215283194
Kelly,Scott,62,166.6,70.6,H,non,master,Auvergne-Rhône-Alpes,oui,oui,het,4,225.5,2533.0,célibataire,5.0,0.37,2020-07-16,578.0,746.858,23678.58012480218
Ryan,Zachary,57,190.1,64.2,F,non,master,Occitanie,oui,oui,het,3,211.6,1100.0,divorcé,1.0,0.94,2020-07-18,545.0,686.04,15659.395022174487
Lee,Michelle,51,186.1,69.6,F,oui,aucun,Normandie,non,oui,het,0,122.1,3117.0,marié,4.0,0.26,2024-04-09,735.0,812.6,2907.248475179472
Brooks,Daniel,28,167.4,65.8,H,oui,master,Normandie,oui,non,het,2,343.6,1198.0,célibataire,0.0,0.66,2024-08-17,673.0,707.67,500.0
Sanders,Jennifer,68,173.4,97.8,H,non,bac,Provence-Alpes-Côte d’Azur,non,non,het,1,289.5,2103.0,célibataire,1.0,0.45,2024-12-18,582.0,686.7540000000001,500.0
Robinson,Ana,71,157.5,46.3,F,non,doctorat,Normandie,oui,oui,hom,2,369.1,1936.0,marié,2.0,0.9,2020-10-05,570.0,685.39,500.0
Reynolds,Patrick,40,172.1,88.7,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,non,het,1,177.6,945.0,divorcé,5.0,0.45,2021-11-13,578.0,831.912,3537.349855256463
Gutierrez,Patrick,36,172.2,56.6,H,oui,bac,Auvergne-Rhône-Alpes,oui,oui,hom,3,400.9,3413.0,veuf,4.0,0.2,2021-03-02,520.0,769.5340000000001,12914.667540801574
Davis,Amanda,23,181.1,82.8,H,non,doctorat,Occitanie,oui,oui,het,0,148.9,2507.0,veuf,2.0,0.94,2023-05-04,570.0,730.274,7445.440293813835
Butler,Zachary,40,166.7,87.1,H,oui,aucun,Corse,oui,oui,het,3,293.4,2797.0,célibataire,4.0,0.86,2023-01-23,526.0,885.71,4860.923132027466
Arellano,Trevor,40,169.5,72.1,F,non,bac,Île-de-France,non,oui,het,0,69.7,1784.0,veuf,4.0,0.35,2021-10-17,573.0,858.4,500.0
Ritter,Dylan,58,184.4,69.4,H,non,bac+2,Occitanie,non,oui,het,3,320.4,3748.0,marié,5.0,0.27,2025-03-23,578.0,751.192,25484.03389877177
Brock,Joann,68,161.4,87.6,H,non,master,Occitanie,oui,oui,het,2,236.1,3189.0,marié,2.0,0.12,2022-11-06,632.0,716.954,19031.62170458211
Jacobs,Hannah,32,149.3,56.6,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,het,0,396.9,3149.0,veuf,2.0,0.74,2022-04-24,556.0,753.158,500.0
Collins,Daniel,43,177.9,60.3,H,non,aucun,Normandie,oui,non,het,2,333.4,603.0,divorcé,4.0,0.54,2020-08-17,838.0,891.5380000000001,500.0
Yoder,Dakota,71,193.80900000000003,47.3,F,oui,bac+2,Corse,oui,oui,het,2,332.1,3204.0,marié,0.0,0.89,2022-09-20,560.0,909.9959999999999,1160.0048233591365
Jacobs,Jesse,19,156.6,71.8,F,non,bac,Île-de-France,non,oui,het,5,141.6,3427.0,divorcé,5.0,0.94,2023-05-13,813.0,793.346,33087.4148354747
Green,Nicholas,25,154.8,57.3,F,non,bac,Occitanie,non,oui,het,0,330.6,3206.0,divorcé,3.0,0.97,2024-01-31,531.0,669.52,3258.3195452338227
Maldonado,Bridget,45,176.6,80.5,F,non,doctorat,Normandie,oui,non,hom,0,247.2,1078.0,célibataire,4.0,0.49,2025-04-29,573.0,827.55,500.0
Tyler,Jessica,55,189.5,87.8,F,non,doctorat,Hauts-de-France,non,non,het,4,253.0,2217.0,divorcé,1.0,0.78,2021-01-06,582.0,924.0880000000001,606.6474473616523
Murphy,Emily,62,170.3,57.8,H,non,aucun,Normandie,oui,oui,het,2,340.2,4632.0,divorcé,5.0,0.2,2021-06-08,555.0,1298.3356,9042.285972957288
Grant,Brooke,44,171.7,81.9,F,oui,bac+2,Occitanie,oui,non,het,2,310.1,2629.0,veuf,5.0,0.99,2024-11-12,578.0,511.35,500.0
Mckay,Cassandra,49,159.0,74.3,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,non,het,3,325.6,2463.0,veuf,1.0,0.84,2020-05-06,725.0,879.38,16868.77821117333
Carter,Kimberly,74,153.3,76.4,H,non,bac+2,Hauts-de-France,oui,oui,het,5,108.0,2458.0,divorcé,1.0,0.87,2021-06-26,582.0,758.0219999999999,5404.864866803057
Wilson,Carla,71,171.8,54.5,H,non,master,Auvergne-Rhône-Alpes,non,non,het,3,348.8,2986.0,marié,1.0,0.43,2023-11-08,582.0,661.8,3380.0321275028878
Gonzalez,Melanie,67,179.0,45.1,F,non,aucun,Normandie,oui,non,het,1,214.2,3361.0,veuf,5.0,0.53,2021-08-22,578.0,749.6200000000001,500.0
Martinez,Daisy,67,171.2,68.5,H,non,doctorat,Hauts-de-France,oui,oui,het,1,237.8,3337.0,marié,0.0,0.69,2025-01-25,560.0,943.2239999999999,6461.169109104248
Padilla,Deanna,67,162.0,71.8,H,non,aucun,Auvergne-Rhône-Alpes,non,non,het,1,101.2,3252.0,marié,3.0,0.02,2025-03-02,575.0,879.8860000000001,500.0
Walters,Sherri,35,185.6,70.9,H,non,bac,Occitanie,non,oui,het,0,276.1,1867.0,célibataire,4.0,0.08,2023-10-15,511.0,880.958,1098.652084979219
Reyes,James,42,176.4,70.4,H,non,doctorat,Bretagne,non,oui,het,1,286.7,1350.0,divorcé,0.0,0.17,2024-05-07,504.0,763.302,27257.096333380778
Love,Tonya,68,173.1,69.5,F,oui,aucun,Normandie,non,non,het,2,261.8,1452.0,divorcé,4.0,0.6,2025-03-16,573.0,702.142,500.0
Velasquez,Jeremy,60,173.8,68.5,H,non,master,Occitanie,non,non,het,1,74.9,1710.0,veuf,3.0,0.03,2022-10-23,409.0,567.72,500.0
Kennedy,Thomas,18,173.0,68.7,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,het,2,257.2,3130.0,veuf,5.0,0.81,2020-01-27,835.0,260.35810000000004,1631.1071900521365
Ray,Daniel,53,162.1,49.9,F,oui,doctorat,Corse,non,non,het,1,286.5,544.0,marié,0.0,0.85,2021-11-27,369.0,589.78,500.0
Russell,Deborah,32,150.9,68.7,H,non,master,Auvergne-Rhône-Alpes,oui,non,het,-1,334.4,2588.0,divorcé,2.0,0.92,2021-09-11,570.0,750.8499999999999,500.0
Wolf,Jackie,68,184.1,90.1,F,non,doctorat,Île-de-France,oui,oui,het,2,277.3,3712.0,divorcé,1.0,0.18,2023-05-20,740.0,575.32,36378.42000840668
Diaz,Blake,54,148.3,60.7,F,non,bac,Normandie,oui,oui,het,1,213.6,2997.0,divorcé,5.0,0.07,2024-10-19,402.0,919.518,500.0
Harris,David,73,177.4,82.1,H,oui,bac+2,Bretagne,oui,non,het,0,252.7,1202.0,marié,2.0,0.08,2025-06-10,570.0,1015.5,500.0
Martin,Sandra,30,165.3,99.0,F,oui,master,Bretagne,non,non,hom,3,237.5,754.0,veuf,3.0,0.8,2020-11-27,733.0,456.004,14282.546782433788
Vasquez,James,55,164.3,87.0,H,oui,bac+2,Hauts-de-France,non,oui,het,2,172.7,1420.0,célibataire,3.0,0.07,2022-09-15,575.0,646.946,13540.808468453197
Schmidt,Grant,41,162.4,86.9,F,non,master,Île-de-France,oui,non,het,-1,84.9,2782.0,veuf,2.0,0.75,2024-11-17,570.0,896.4759999999999,500.0
Hughes,Ricky,22,160.0,62.7,F,oui,bac,Île-de-France,oui,oui,het,-1,144.0,1986.0,divorcé,1.0,0.92,2021-04-16,698.0,798.178,500.0
Gamble,Tamara,52,158.4,92.2,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,hom,0,175.9,3230.0,marié,5.0,0.26,2022-11-18,845.0,810.7980000000001,500.0
Valdez,Trevor,47,191.1,74.9,H,oui,master,Corse,oui,oui,het,0,372.2,2307.0,marié,3.0,0.77,2025-05-14,706.0,946.9620000000001,3663.1673376924928
Estrada,Jessica,36,193.80900000000003,49.1,F,non,doctorat,Occitanie,non,oui,het,3,336.9,4755.0,divorcé,0.0,0.75,2021-04-11,560.0,751.106,46515.25640744332
Mooney,Alexandria,43,165.3,93.3,F,oui,aucun,Occitanie,oui,non,het,1,254.7,2203.0,divorcé,3.0,0.85,2023-01-31,575.0,857.2,500.0
Tyler,Amy,21,163.9,83.9,H,non,master,Corse,non,non,het,1,376.1,1874.0,divorcé,1.0,0.65,2024-10-15,676.0,792.752,500.0
Stevens,Julie,44,189.8,88.3,H,non,doctorat,Normandie,oui,oui,hom,4,241.4,1992.0,célibataire,0.0,0.49,2021-08-25,581.0,696.492,18293.591828742155
Powell,Rachel,24,182.7,88.8,H,oui,aucun,Normandie,non,oui,het,2,263.2,2675.0,divorcé,2.0,0.95,2024-08-08,570.0,706.1959999999999,10771.873184855856
Long,Richard,72,185.1,75.4,F,oui,bac,Normandie,oui,oui,het,2,255.1,1535.0,veuf,3.0,0.56,2020-04-26,832.0,860.836,7184.750126130798
Brown,Teresa,54,151.2,39.5,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,het,1,193.3,3294.0,divorcé,3.0,0.45,2024-10-22,575.0,800.538,9268.167889921871
Cox,Stephen,57,172.5,96.8,H,non,master,Occitanie,non,non,het,2,246.0,3110.0,veuf,5.0,0.04,2021-04-18,578.0,722.59,1204.6914655330072
Estes,Barry,30,180.2,71.5,H,non,master,Île-de-France,non,non,het,0,290.8,3808.0,divorcé,3.0,0.33,2023-09-07,575.0,1099.9019999999998,1628.58422799744
Aguirre,Donald,30,170.8,75.9,F,oui,bac,Occitanie,non,oui,het,1,376.8,1720.0,célibataire,5.0,0.6,2021-11-14,844.0,507.09800000000007,10566.646970617903
Cruz,Sean,50,166.3,63.5,H,non,doctorat,Normandie,oui,non,het,2,299.9,500.0,marié,3.0,0.26,2024-01-20,573.0,671.494,500.0
Massey,Tabitha,26,161.5,81.1,F,non,doctorat,Occitanie,non,oui,het,0,224.4,1039.0,veuf,1.0,0.57,2023-01-13,407.0,677.536,500.0
Garcia,Shaun,34,158.7,63.7,F,oui,bac+2,Normandie,non,oui,het,0,283.4,727.0,marié,5.0,0.03,2022-11-05,578.0,1007.9200000000001,500.0
Sanchez,Sara,29,158.9,74.0,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,het,0,267.5,3418.0,divorcé,3.0,0.67,2025-05-16,789.0,770.95,20102.76645098628
Holland,Katherine,43,149.8,69.6,F,oui,aucun,Île-de-France,oui,oui,het,1,308.1,3201.0,célibataire,5.0,0.91,2025-02-18,709.0,798.7639999999999,500.0
Green,Donna,43,159.1,35.391,F,oui,aucun,Île-de-France,non,oui,het,2,141.1,3022.0,divorcé,3.0,0.95,2020-01-04,760.0,782.2060000000001,19096.34199775804
Green,Matthew,59,162.2,69.9,F,oui,bac+2,Normandie,non,oui,het,3,322.4,3086.0,célibataire,5.0,0.28,2020-09-27,844.0,861.0759999999998,37811.42371202932
Fuentes,Chad,26,176.5,60.6,F,oui,bac+2,Bretagne,non,oui,hom,2,203.8,3239.0,divorcé,0.0,0.89,2022-01-09,560.0,695.648,27259.468613814297
Hopkins,James,40,164.4,87.8,F,oui,doctorat,Bretagne,oui,non,het,1,167.2,2157.0,marié,2.0,0.74,2020-03-05,570.0,732.5419999999999,500.0
Ward,Sean,56,177.9,52.5,F,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,het,1,201.0,2703.0,marié,2.0,0.31,2023-01-23,570.0,1041.444,19881.735929851413
Marshall,Michael,61,171.6,47.7,H,non,aucun,Occitanie,non,non,het,1,299.9,1177.0,divorcé,1.0,0.05,2025-01-26,691.0,836.5040000000001,500.0
Robertson,Trevor,20,168.6,76.5,F,non,bac,Hauts-de-France,oui,non,het,1,347.2,2722.0,veuf,4.0,0.12,2024-06-24,461.0,1088.2,500.0
Powell,Mark,28,176.3,65.3,F,non,bac,Corse,oui,non,het,5,217.6,3415.0,marié,1.0,0.16,2020-10-19,582.0,691.9,500.0
Cannon,Craig,67,173.5,74.1,F,oui,master,Normandie,oui,oui,hom,0,318.9,1785.0,divorcé,3.0,0.51,2022-10-27,575.0,698.2719999999999,500.0
Ortiz,Nathan,64,180.4,79.2,H,oui,master,Île-de-France,oui,oui,het,0,208.7,5149.0,divorcé,0.0,0.28,2024-11-04,560.0,438.416,25748.95605040725
Holland,Thomas,60,178.5,74.6,F,oui,bac+2,Normandie,non,non,het,2,177.0,1841.0,veuf,5.0,0.2,2020-01-27,578.0,604.828,500.0
Hill,James,65,168.8,61.4,H,oui,bac,Île-de-France,oui,non,het,4,294.5,2960.0,divorcé,0.0,0.38,2021-10-22,560.0,1298.3356,500.0
Smith,Micheal,41,180.6,66.2,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,het,2,349.6,869.0,divorcé,2.0,0.21,2021-10-31,368.0,683.8659999999999,10158.132153896133
Gomez,Lisa,35,163.8,68.6,H,non,bac+2,Corse,non,non,het,2,283.4,2828.0,veuf,1.0,0.92,2021-11-14,702.0,724.1220000000001,500.0
Davis,David,52,173.4,73.2,H,oui,doctorat,Île-de-France,oui,non,het,3,108.2,2268.0,divorcé,1.0,0.45,2024-11-20,582.0,855.384,500.0
Hayes,Kiara,47,158.0,74.6,H,oui,master,Provence-Alpes-Côte d’Azur,non,oui,het,1,144.6,3442.0,marié,3.0,0.58,2025-01-18,575.0,823.95,19336.618263890778
Williams,Erin,36,160.9,80.5,F,oui,bac+2,Normandie,oui,non,het,1,64.5,3056.0,veuf,5.0,0.74,2024-09-22,578.0,873.842,500.0
Cole,Thomas,60,159.2,70.4,H,oui,master,Hauts-de-France,oui,non,het,3,253.2,1485.0,divorcé,3.0,0.69,2023-05-07,663.0,714.692,500.0
Bailey,Megan,55,168.0,58.0,H,non,master,Corse,oui,non,het,3,358.3,1748.0,marié,3.0,0.75,2021-08-22,575.0,1021.2220000000001,500.0
Duke,Lori,20,175.5,73.9,F,oui,master,Normandie,non,non,het,1,4.2,3334.0,veuf,0.0,0.87,2022-06-08,371.0,642.3,500.0
Moore,Paula,64,165.7,70.2,F,non,bac,Auvergne-Rhône-Alpes,oui,non,het,3,231.0,500.0,divorcé,1.0,0.74,2025-04-29,582.0,925.45,500.0
Williams,Miguel,49,176.0,84.5,H,non,bac+2,Île-de-France,oui,oui,hom,0,212.6,2403.0,marié,2.0,0.03,2023-07-12,631.0,715.8159999999999,6027.254795954305
Jackson,Lisa,73,187.6,72.8,H,oui,aucun,Auvergne-Rhône-Alpes,non,oui,het,2,364.6,1961.0,célibataire,2.0,0.43,2021-02-28,570.0,780.5899999999999,10372.66857988062
Freeman,Jennifer,63,152.1,70.3,F,non,aucun,Auvergne-Rhône-Alpes,non,non,hom,2,296.0,500.0,marié,2.0,0.92,2023-12-23,570.0,842.04,500.0
Murphy,Mark,46,178.8,38.8,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,het,2,-37.3,3458.0,marié,1.0,0.15,2023-03-06,679.0,1108.19,10147.622883210222
Smith,Deborah,21,159.1,66.9,F,oui,aucun,Auvergne-Rhône-Alpes,oui,non,het,0,418.7,4099.0,divorcé,5.0,0.98,2021-06-08,380.0,1081.78,500.0
Thomas,Jackson,22,175.6,74.7,H,non,master,Hauts-de-France,oui,oui,het,3,5.0,572.0,divorcé,2.0,0.34,2024-12-27,481.0,653.87,500.0
Moore,John,34,159.8,64.3,H,oui,aucun,Bretagne,oui,non,het,5,205.6,3461.0,marié,2.0,0.24,2024-04-16,570.0,1011.0840000000001,530.9413581079228
Robinson,Emma,61,174.9,94.1,H,oui,bac,Auvergne-Rhône-Alpes,non,oui,het,1,171.1,3490.0,divorcé,4.0,0.13,2025-01-18,573.0,724.9759999999999,16416.354739581322
Cain,Michael,43,167.9,64.5,F,non,aucun,Normandie,non,non,het,1,100.2,3667.0,marié,3.0,0.12,2025-04-18,849.0,1062.26,500.0
Lee,Paige,46,162.7,47.8,F,non,master,Provence-Alpes-Côte d’Azur,oui,non,het,1,562.1,1913.0,marié,4.0,0.2,2023-03-06,573.0,564.3,500.0
Smith,Andrew,68,162.4,59.0,F,oui,bac,Hauts-de-France,non,oui,het,1,316.4,3125.0,veuf,1.0,0.77,2020-03-13,582.0,593.47,13106.300022417989
Alvarez,Jerome,23,159.0,57.8,F,non,doctorat,Hauts-de-France,non,oui,het,2,236.6,3996.0,divorcé,3.0,0.84,2025-06-10,314.0,881.4699999999999,18313.75216657349
Johnson,Peter,48,165.9,76.9,H,oui,bac+2,Normandie,non,oui,het,1,235.7,2581.0,veuf,4.0,0.21,2021-09-18,539.0,735.3,18374.041588526616
Roberts,Helen,41,166.2,72.5,H,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,het,5,358.8,2091.0,veuf,4.0,0.82,2023-11-12,748.0,1010.6120000000001,18127.86476592268
Gonzalez,Joseph,32,174.7,55.6,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,het,2,369.2,1772.0,veuf,2.0,0.87,2024-10-14,570.0,774.458,500.0
Barnes,Megan,27,156.2,69.6,H,oui,master,Île-de-France,oui,non,het,2,88.8,2007.0,célibataire,5.0,0.42,2024-07-31,583.0,755.716,500.0
Baldwin,Theodore,61,183.9,58.2,H,oui,doctorat,Corse,non,non,het,2,339.7,1871.0,célibataire,0.0,0.69,2023-06-06,560.0,772.5919999999999,2519.625484363029
Buchanan,Jennifer,55,165.6,80.3,F,non,bac,Normandie,non,oui,het,1,202.7,2624.0,célibataire,0.0,0.38,2021-04-14,560.0,488.89,7796.624720365687
Hall,Kelly,60,176.8,73.1,F,oui,bac+2,Occitanie,oui,oui,het,3,216.2,3473.0,divorcé,4.0,0.77,2021-12-07,502.0,800.932,22791.081843076445
Liu,Eric,60,173.3,59.6,F,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,het,0,79.5,1481.0,marié,1.0,0.69,2022-08-27,582.0,687.84,500.0
Clark,Edward,21,176.2,61.9,H,non,bac+2,Auvergne-Rhône-Alpes,non,non,hom,2,291.7,500.0,célibataire,0.0,0.84,2024-07-20,327.0,842.04,500.0
Kennedy,Sonya,53,163.1,81.9,F,oui,doctorat,Bretagne,oui,oui,het,3,311.6,1631.0,marié,4.0,0.66,2022-03-26,573.0,743.3820000000001,33139.20747160131
Gross,Derek,50,170.9,62.8,H,non,bac,Bretagne,non,non,het,0,132.8,4006.0,divorcé,0.0,0.71,2025-01-06,500.0,873.2199999999999,500.0
Chase,Kelli,56,155.8,65.1,H,non,doctorat,Île-de-France,non,oui,het,1,332.6,3485.0,divorcé,5.0,0.42,2022-04-28,578.0,628.646,21012.24799214248
Flores,Denise,28,173.5,44.7,H,oui,master,Normandie,oui,non,het,2,167.5,2049.0,veuf,3.0,0.76,2022-03-31,789.0,1135.02,6383.390136897001
Wong,Dana,67,184.1,72.2,F,oui,bac+2,Corse,oui,non,het,0,183.0,2955.0,célibataire,3.0,0.63,2021-09-25,613.0,465.39400000000006,500.0
Owens,William,51,178.3,65.1,F,non,bac+2,Île-de-France,oui,oui,het,5,312.8,880.0,veuf,4.0,0.39,2024-12-18,573.0,857.336,12690.500261391286
Gonzales,Carl,48,165.7,64.4,H,oui,aucun,Normandie,oui,oui,hom,2,435.0,2018.0,marié,5.0,0.82,2025-02-08,578.0,514.11,2643.0095858334985
Shepherd,William,61,170.2,63.9,H,non,aucun,Occitanie,oui,non,het,1,357.7,2067.0,célibataire,4.0,0.17,2020-03-11,573.0,677.71,500.0
Carter,Travis,46,179.6,88.9,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,hom,0,167.5,500.0,marié,3.0,0.28,2024-09-06,575.0,842.04,500.0
Martinez,Catherine,42,185.4,51.4,F,oui,aucun,Occitanie,oui,oui,hom,1,122.6,2968.0,divorcé,4.0,1.0,2020-06-25,573.0,934.5840000000001,500.0
Norman,Jason,64,171.7,71.3,F,non,master,Corse,non,non,hom,1,221.1,500.0,veuf,3.0,0.11,2021-03-26,384.0,590.75,500.0
Figueroa,Brandon,22,179.1,46.2,F,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,het,1,280.3,4347.0,marié,0.0,0.81,2024-11-15,345.0,594.45,8797.948827201022
Jones,Michael,42,178.6,56.5,H,oui,aucun,Île-de-France,non,non,het,2,63.0,3216.0,veuf,5.0,0.39,2022-09-11,743.0,718.922,500.0
