nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Grimes,Virginia,22,161.1,70.3,H,non,aucun,Occitanie,non,oui,2855.0,célibataire,5.0,0.36,2022-10-28,515.0,771.2,6552.627037180092
Lynch,Nathan,33,163.6,70.2,F,oui,master,Hauts-de-France,non,oui,3882.0,marié,3.0,0.01,2021-03-13,789.0,663.448,32763.885790108023
Grant,Kathleen,29,178.3,74.4,H,oui,bac+2,Bretagne,oui,oui,1405.0,veuf,5.0,0.94,2024-04-09,400.0,836.982,10208.62923884164
Logan,Krista,75,173.0,72.2,H,non,aucun,Provence-Alpes-Côte d’Azur,non,non,2125.0,divorcé,1.0,0.66,2023-04-01,553.0,657.156,500.0
Kelly,Michelle,21,168.9,86.3,H,oui,doctorat,Bretagne,non,oui,5177.0,veuf,0.0,0.56,2021-06-27,580.0,1103.48,45107.23743480371
Williams,Carolyn,54,155.7,93.3,F,oui,bac,Occitanie,oui,oui,1650.0,célibataire,4.0,0.4,2022-03-03,576.0,576.46,500.0
Young,John,70,150.6,68.2,H,non,doctorat,Île-de-France,oui,oui,1892.0,veuf,2.0,0.42,2023-04-12,401.0,910.842,25255.129581932342
Thompson,Monica,27,161.4,53.7,H,non,doctorat,Corse,oui,oui,4479.0,divorcé,0.0,0.28,2023-01-23,536.0,654.742,9656.96060156549
Craig,Dillon,22,180.1,35.806,F,non,doctorat,Corse,non,oui,500.0,marié,0.0,0.54,2025-04-04,306.0,1056.134,11589.55534675433
Gonzales,Zachary,51,154.5,57.5,H,non,doctorat,Normandie,non,non,2677.0,divorcé,0.0,0.58,2021-01-28,580.0,1001.9199999999998,500.0
Smith,Brittany,20,182.2,79.8,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,1445.0,veuf,2.0,0.94,2021-04-03,577.0,932.65,17169.490666943155
Cross,Lisa,44,163.2,75.1,H,oui,aucun,Corse,oui,non,5111.0,marié,4.0,0.79,2023-12-18,576.0,689.52,500.0
Robinson,Sheri,51,170.4,88.2,H,oui,bac+2,Bretagne,non,oui,2914.0,marié,5.0,0.12,2020-12-08,557.0,1225.57,24554.11399343869
Fitzgerald,Ashley,25,169.9,54.2,H,non,aucun,Corse,oui,oui,500.0,veuf,3.0,0.12,2024-09-06,826.0,1056.134,500.0
Boone,Chase,60,164.7,48.9,F,oui,bac,Hauts-de-France,non,oui,1845.0,marié,4.0,0.24,2024-08-14,576.0,789.2,9534.314747624936
Miller,Samuel,31,171.2,71.0,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,3894.0,marié,0.0,0.86,2020-05-29,312.0,816.168,19675.15887090519
Mercado,Mary,46,157.3,59.3,H,oui,doctorat,Normandie,non,non,2174.0,marié,5.0,0.61,2021-08-31,704.0,795.7299999999999,5107.896730663067
Kelly,Breanna,60,163.5,60.9,H,non,bac,Normandie,non,oui,2179.0,marié,1.0,0.13,2025-05-26,553.0,1266.75,13216.1299051205
Taylor,Alexandra,47,160.3,71.1,H,non,doctorat,Occitanie,oui,oui,2189.0,marié,3.0,0.59,2023-11-11,641.0,835.358,18877.201739737007
Taylor,Erin,67,176.2,59.8,F,oui,bac+2,Corse,non,oui,5093.0,divorcé,5.0,0.81,2023-10-12,377.0,819.2240000000002,18069.970996498065
Cowan,Paul,50,172.2,55.9,F,oui,bac+2,Bretagne,oui,non,4593.0,célibataire,4.0,0.48,2020-03-09,389.0,772.7479999999999,500.0
Carter,William,33,176.3,81.3,F,oui,bac,Occitanie,non,oui,500.0,célibataire,3.0,0.78,2020-06-05,727.0,787.72,8026.321944145055
Hancock,Vanessa,25,182.5,89.6,F,oui,aucun,Normandie,non,oui,2734.0,divorcé,1.0,0.54,2024-07-26,527.0,712.26,16530.41183100932
Pitts,William,34,169.8,58.9,F,oui,aucun,Occitanie,oui,non,3613.0,célibataire,3.0,0.48,2020-01-31,806.0,697.236,500.0
Carter,David,65,166.3,48.4,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,3147.0,veuf,5.0,0.05,2021-04-10,557.0,898.04,500.0
Hansen,Antonio,50,156.0,67.0,H,non,aucun,Normandie,non,oui,1743.0,divorcé,0.0,0.12,2020-01-12,580.0,639.642,500.0
Conrad,Karen,43,169.7,74.4,H,oui,master,Île-de-France,non,oui,500.0,veuf,2.0,0.18,2022-10-09,577.0,482.6199999999999,23968.913704684328
Freeman,Michelle,24,169.4,58.9,H,oui,doctorat,Normandie,oui,non,3049.0,divorcé,0.0,0.49,2025-05-09,691.0,498.98,12497.9270242524
Martin,Teresa,63,159.6,55.2,F,non,aucun,Bretagne,oui,non,1265.0,divorcé,2.0,0.77,2023-04-04,577.0,1098.85,500.0
Smith,Kathy,52,175.0,44.8,H,oui,aucun,Occitanie,oui,oui,3568.0,célibataire,3.0,0.55,2025-06-08,751.0,981.128,10465.52207714112
Vasquez,Natalie,29,171.8,91.2,F,oui,aucun,Normandie,oui,non,3729.0,marié,5.0,0.9,2020-11-21,830.0,837.832,500.0
Horne,Michael,50,185.4,62.7,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,1202.0,marié,1.0,0.87,2023-10-19,783.0,1195.87,500.0
Harris,Julie,55,161.5,62.1,H,oui,bac,Île-de-France,oui,non,3825.0,marié,4.0,0.56,2023-01-24,576.0,312.32,500.0
Roth,Heather,22,173.7,47.7,H,oui,master,Occitanie,non,non,668.0,marié,3.0,0.64,2022-05-27,579.0,842.682,500.0
Perez,Ricky,24,182.4,88.5,H,oui,bac,Normandie,oui,oui,3480.0,veuf,3.0,0.77,2021-11-11,581.0,744.28,11903.935323386915
Navarro,Johnathan,53,159.7,77.6,H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,3601.0,célibataire,4.0,0.68,2023-06-12,556.0,756.1379999999999,21217.996008185488
Thomas,Jasmine,36,188.9,73.2,F,oui,bac,Bretagne,oui,oui,3825.0,célibataire,1.0,0.32,2025-04-13,553.0,665.066,13504.051068661174
Taylor,Patrick,50,177.1,73.5,H,non,bac+2,Hauts-de-France,oui,oui,2107.0,marié,0.0,0.62,2020-08-07,580.0,775.36,500.0
Wright,Justin,75,182.6,85.5,H,oui,doctorat,Corse,non,oui,2133.0,marié,2.0,0.73,2025-01-21,577.0,792.522,21063.89184728718
Allison,Abigail,21,159.1,80.6,F,non,master,Auvergne-Rhône-Alpes,oui,oui,3285.0,célibataire,5.0,0.98,2023-03-28,557.0,891.0699999999999,3454.075660353737
Flores,Ronald,33,158.5,35.806,F,non,master,Hauts-de-France,oui,oui,500.0,divorcé,4.0,0.13,2025-03-07,476.0,837.7660000000002,978.2388365224624
Lamb,Ryan,48,163.5,70.2,F,non,doctorat,Hauts-de-France,oui,oui,1976.0,divorcé,5.0,0.3,2022-06-24,557.0,855.0260000000001,4400.3161406561385
Johnson,Evelyn,36,158.4,62.7,H,oui,bac+2,Île-de-France,oui,non,1200.0,marié,4.0,0.66,2021-05-05,576.0,971.76,500.0
Wise,William,25,180.6,68.9,H,oui,bac+2,Île-de-France,non,oui,1477.0,célibataire,1.0,0.84,2020-05-30,614.0,931.4580000000002,24112.9505843984
Williams,Brittney,18,149.7,56.1,H,oui,bac+2,Occitanie,non,oui,3001.0,veuf,5.0,0.64,2020-08-12,557.0,742.29,26006.2988867265
Shelton,Matthew,50,181.3,64.6,F,oui,doctorat,Occitanie,non,oui,883.0,veuf,4.0,0.65,2023-07-24,576.0,626.472,19729.01187544653
Jones,Jennifer,46,186.6,55.0,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,777.0,marié,1.0,0.5,2023-12-28,553.0,661.674,500.0
Keller,Casey,72,170.2,72.7,F,non,doctorat,Île-de-France,oui,oui,1763.0,divorcé,3.0,0.25,2024-10-23,581.0,1001.26,12414.20852517804
Riggs,Angela,21,169.1,78.1,F,non,bac+2,Auvergne-Rhône-Alpes,oui,non,3162.0,célibataire,2.0,0.28,2021-07-25,304.0,1081.074,500.0
Moore,Henry,63,169.3,45.5,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,4379.0,célibataire,0.0,0.99,2020-12-07,768.0,828.5959999999999,500.0
Prince,Nicholas,74,162.1,84.3,H,oui,aucun,Bretagne,non,non,2846.0,célibataire,3.0,0.67,2020-02-18,581.0,692.914,500.0
Davis,Brenda,30,174.1,78.1,F,oui,aucun,Occitanie,oui,oui,3845.0,veuf,2.0,0.83,2024-12-18,483.0,825.186,500.0
Harris,Amber,25,181.4,51.3,F,oui,master,Corse,oui,oui,500.0,divorcé,0.0,0.63,2023-12-15,580.0,1056.134,500.0
Larsen,Gloria,27,180.0,61.2,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2232.0,marié,3.0,0.68,2023-09-22,489.0,742.184,15632.319701686563
Skinner,Heather,38,173.1,61.8,H,non,master,Hauts-de-France,oui,non,2692.0,célibataire,3.0,0.98,2020-09-13,646.0,995.534,500.0
Rivera,Mackenzie,28,153.9,53.1,H,non,bac+2,Île-de-France,non,oui,2213.0,marié,3.0,0.67,2023-02-16,581.0,950.664,20222.110654501925
Thomas,Rhonda,70,159.2,82.0,F,non,bac,Occitanie,oui,oui,3966.0,veuf,5.0,0.38,2022-06-30,557.0,869.858,500.0
Martin,Melissa,69,160.6,56.5,H,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,6357.0,divorcé,3.0,0.47,2021-02-05,522.0,1126.4,21227.97399595873
Mcdonald,Joyce,59,165.9,58.8,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,3438.0,marié,0.0,0.04,2022-02-04,467.0,769.41,42194.908350216
Miller,Spencer,25,173.1,69.0,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,3876.0,veuf,3.0,0.0,2020-06-23,612.0,645.2040000000001,17296.982029780815
Adkins,Mark,53,174.7,60.5,H,oui,doctorat,Hauts-de-France,oui,oui,3112.0,célibataire,3.0,0.86,2023-11-24,581.0,663.8439999999999,26558.92519186879
Kelly,Sheila,37,166.3,43.5,F,oui,aucun,Île-de-France,non,oui,1381.0,divorcé,2.0,0.65,2020-11-26,577.0,921.948,10792.590083012448
Smith,Lori,18,168.4,47.1,F,non,doctorat,Normandie,oui,oui,1491.0,veuf,2.0,0.28,2023-02-12,741.0,829.51,8140.925052714037
Reed,Jeffrey,72,176.2,73.3,F,oui,doctorat,Hauts-de-France,non,non,1843.0,veuf,1.0,0.08,2024-08-11,553.0,789.2,500.0
Sherman,Shannon,49,177.4,66.8,F,oui,doctorat,Corse,non,non,1407.0,célibataire,2.0,0.17,2022-01-14,577.0,1147.02,500.0
Reyes,Sharon,31,173.6,65.9,F,oui,bac,Occitanie,non,oui,1275.0,célibataire,5.0,0.34,2020-10-06,337.0,879.68,5902.493239218105
Phillips,John,69,187.3,52.0,F,oui,master,Île-de-France,oui,non,2505.0,marié,5.0,0.08,2024-03-27,484.0,715.2639999999999,500.0
Scott,Anna,74,184.0,81.0,H,oui,bac+2,Île-de-France,oui,oui,956.0,célibataire,2.0,0.43,2020-04-11,577.0,680.89,15359.683671515268
Parker,Bryan,43,166.8,85.3,H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,3752.0,divorcé,3.0,0.68,2022-01-25,581.0,900.26,500.0
Griffin,John,67,168.5,66.0,H,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,1746.0,célibataire,0.0,0.98,2022-01-14,404.0,837.708,4315.963581596942
Miller,Jesse,37,159.9,94.3,F,oui,aucun,Bretagne,non,oui,3949.0,célibataire,0.0,0.08,2021-09-28,580.0,1307.961000000001,22287.477384011592
Bell,Cristina,73,168.4,78.5,F,non,aucun,Auvergne-Rhône-Alpes,non,oui,1323.0,célibataire,5.0,0.76,2023-10-02,557.0,433.1240000000001,500.0
Henderson,Claudia,53,170.2,89.1,F,non,bac+2,Hauts-de-France,oui,non,2024.0,veuf,3.0,0.51,2024-03-01,361.0,511.742,500.0
Snyder,Leroy,62,168.3,76.5,F,oui,bac,Île-de-France,non,non,700.0,divorcé,3.0,0.09,2020-03-02,581.0,829.586,500.0
Parker,Natalie,64,173.8,82.4,H,oui,aucun,Hauts-de-France,oui,oui,3097.0,célibataire,0.0,0.56,2025-01-15,710.0,628.52,12664.864333568616
Terrell,James,25,173.6,35.806,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,3056.0,marié,5.0,0.05,2023-03-06,487.0,1051.9479999999999,16447.866538942402
Robbins,Julia,20,170.1,70.0,H,oui,bac,Auvergne-Rhône-Alpes,oui,oui,3030.0,marié,1.0,0.59,2023-05-13,553.0,802.158,14100.24417709665
Vang,Keith,38,173.7,58.6,F,non,doctorat,Île-de-France,oui,non,3587.0,célibataire,4.0,0.02,2024-07-11,576.0,674.266,1175.9417125560406
Adams,Kaitlyn,37,180.9,48.5,F,oui,master,Corse,non,oui,3025.0,marié,2.0,0.7,2022-12-30,500.0,976.17,9619.878455944596
Mitchell,Russell,36,155.4,64.6,F,non,aucun,Provence-Alpes-Côte d’Azur,non,non,2568.0,veuf,0.0,0.87,2023-06-30,580.0,648.008,500.0
Turner,Matthew,65,152.3,71.1,F,oui,bac,Normandie,oui,oui,3266.0,célibataire,0.0,0.42,2024-08-27,580.0,403.87,5544.927985264972
Glenn,Michael,63,186.4,80.6,H,non,bac+2,Normandie,non,non,794.0,veuf,1.0,0.0,2023-07-13,553.0,265.2039,500.0
Zamora,Amanda,37,183.7,60.8,H,non,aucun,Bretagne,oui,oui,3563.0,marié,5.0,0.18,2024-08-17,557.0,1086.972,1126.8712051006437
Day,Charles,49,171.6,89.7,F,non,doctorat,Normandie,non,oui,3423.0,veuf,5.0,0.6,2022-07-12,648.0,538.608,21989.973066116017
Goodman,Jeremy,50,156.7,58.2,H,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,3087.0,veuf,4.0,0.44,2021-09-10,795.0,1141.67,7197.898391215881
Juarez,Keith,26,167.5,65.5,H,oui,aucun,Île-de-France,non,non,2186.0,divorcé,3.0,0.65,2023-08-21,581.0,767.35,500.0
Zuniga,Mark,59,169.0,47.1,F,oui,bac,Bretagne,oui,non,5031.0,divorcé,4.0,0.58,2020-04-22,795.0,1001.368,500.0
Benson,Jordan,44,171.9,61.6,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,1519.0,célibataire,1.0,0.46,2020-10-19,553.0,571.17,19375.10083964173
Miller,Miranda,46,171.1,59.2,F,non,bac,Hauts-de-France,oui,oui,3486.0,célibataire,5.0,0.5,2020-04-10,557.0,1307.961000000001,500.0
Ross,Glenn,48,177.9,73.3,H,oui,bac,Corse,non,non,2638.0,célibataire,0.0,0.84,2020-02-12,580.0,994.58,500.0
Jones,Alison,27,176.5,66.7,H,oui,bac+2,Auvergne-Rhône-Alpes,oui,non,1453.0,célibataire,4.0,0.46,2021-09-19,576.0,804.706,500.0
Lewis,Robin,43,159.9,70.6,H,oui,bac+2,Bretagne,non,oui,1602.0,veuf,1.0,0.5,2024-10-14,543.0,948.9619999999999,22293.10886024468
Gray,John,72,167.5,58.2,H,non,aucun,Normandie,oui,non,2334.0,marié,3.0,0.83,2022-12-13,581.0,741.748,500.0
Valdez,Charles,28,169.3,52.2,F,non,bac,Corse,oui,oui,500.0,célibataire,5.0,0.43,2022-03-19,557.0,1056.134,500.0
Coleman,Gina,37,160.1,78.4,H,non,doctorat,Hauts-de-France,oui,non,5596.0,célibataire,3.0,0.06,2024-06-26,581.0,821.9200000000001,500.0
Davis,Russell,66,174.9,86.7,F,non,doctorat,Île-de-France,oui,non,1795.0,célibataire,2.0,0.93,2022-07-05,762.0,517.97,500.0
Stephens,Jennifer,73,169.1,102.7,H,oui,bac+2,Bretagne,oui,oui,528.0,divorcé,0.0,0.47,2022-11-14,304.0,634.758,3683.401642577808
Martinez,Jennifer,43,168.3,61.4,F,oui,aucun,Auvergne-Rhône-Alpes,non,non,3979.0,veuf,4.0,0.78,2024-04-29,654.0,693.6,500.0
Robinson,Matthew,30,171.4,89.2,H,oui,bac,Île-de-France,oui,non,3795.0,marié,5.0,0.92,2023-08-19,557.0,576.2,500.0
Stewart,Norman,19,152.1,44.7,F,non,aucun,Île-de-France,oui,oui,4507.0,veuf,5.0,0.32,2021-01-19,561.0,942.3,3702.023245177296
Rogers,Dan,27,162.1,86.8,H,non,master,Corse,non,oui,1231.0,célibataire,5.0,0.81,2023-05-18,420.0,738.09,6901.805979396253
Morris,Sandra,34,188.0,71.9,F,non,bac+2,Corse,non,oui,1345.0,veuf,1.0,0.74,2022-05-10,553.0,817.848,500.0
Torres,Stephen,54,178.4,73.6,H,oui,bac+2,Hauts-de-France,oui,oui,1099.0,marié,0.0,0.55,2020-11-27,462.0,873.3900000000001,500.0
Andrade,Steve,57,168.6,70.7,H,oui,bac,Occitanie,oui,oui,3852.0,divorcé,2.0,0.93,2020-01-04,534.0,916.382,7133.205772691494
Lawrence,Jessica,43,178.3,76.5,F,non,master,Hauts-de-France,oui,oui,2583.0,marié,1.0,0.59,2020-04-18,553.0,782.2220000000001,580.0468107708698
Smith,Melissa,19,159.3,73.3,F,non,master,Bretagne,non,non,2163.0,veuf,5.0,0.83,2021-02-04,557.0,626.726,500.0
Valdez,Julie,32,169.7,89.3,H,non,aucun,Corse,oui,non,1471.0,célibataire,1.0,0.27,2021-03-11,516.0,764.582,500.0
Hartman,April,44,172.0,94.6,F,oui,master,Île-de-France,oui,oui,1830.0,veuf,2.0,0.14,2024-11-21,577.0,702.66,20429.51844560236
Kim,Julian,31,165.1,49.5,F,non,aucun,Auvergne-Rhône-Alpes,oui,non,1424.0,divorcé,0.0,0.51,2025-01-17,580.0,497.9,500.0
Johnston,Antonio,60,177.4,55.0,H,oui,doctorat,Hauts-de-France,oui,oui,3489.0,marié,1.0,0.08,2022-01-21,594.0,703.06,23686.28139027623
Robertson,Beth,21,176.9,81.9,F,non,bac,Occitanie,oui,oui,1997.0,divorcé,5.0,0.41,2025-01-29,557.0,265.2039,500.0
Wise,Jennifer,53,179.2,48.7,F,oui,master,Île-de-France,oui,oui,2173.0,célibataire,3.0,0.42,2025-04-30,732.0,1002.5199999999999,20198.864680046823
Lewis,Jeffrey,64,164.7,68.7,F,oui,master,Auvergne-Rhône-Alpes,non,non,4033.0,marié,1.0,0.86,2022-03-14,646.0,703.878,3241.9431158907564
Kim,Chelsea,65,164.9,84.4,F,non,bac+2,Île-de-France,non,non,2854.0,divorcé,2.0,0.09,2025-01-19,577.0,779.684,1373.6904083839229
Guerra,James,22,163.4,75.3,F,oui,doctorat,Bretagne,non,non,2164.0,divorcé,1.0,0.64,2021-10-28,553.0,796.45,12486.50469930078
Kelly,Angela,32,186.3,47.3,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,2127.0,divorcé,2.0,0.13,2022-06-06,577.0,879.59,10789.428595650035
Flynn,Shirley,31,169.3,85.7,H,non,master,Bretagne,non,oui,3771.0,marié,1.0,0.48,2021-04-30,411.0,677.904,27149.517197480734
Turner,Matthew,59,166.6,70.2,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,648.0,marié,1.0,0.86,2021-01-28,680.0,596.802,500.0
Santos,Paul,31,179.4,91.6,F,oui,aucun,Bretagne,oui,non,1491.0,divorcé,5.0,0.57,2022-08-05,496.0,829.51,500.0
Wise,Kara,71,167.1,94.0,F,non,master,Normandie,oui,oui,1656.0,célibataire,3.0,0.15,2020-03-26,581.0,851.4739999999999,500.0
Davis,Christopher,44,193.19399999999996,81.9,H,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,1564.0,veuf,1.0,0.92,2021-12-20,815.0,462.924,22667.469609067877
Johnson,Jeremy,39,159.0,95.8,F,non,bac+2,Île-de-France,non,oui,1746.0,veuf,2.0,0.39,2021-09-04,577.0,801.4739999999999,21903.88886945777
Flores,Dalton,55,169.0,59.8,H,oui,doctorat,Auvergne-Rhône-Alpes,non,non,3196.0,veuf,1.0,0.58,2020-01-15,553.0,740.0559999999999,11816.974579119644
Murray,Crystal,36,149.6,79.9,H,non,doctorat,Île-de-France,non,oui,1844.0,veuf,3.0,0.88,2024-01-01,758.0,794.01,40690.34319095283
Knox,Jose,32,182.8,64.9,F,non,master,Occitanie,oui,non,1763.0,célibataire,1.0,0.0,2024-02-04,553.0,843.3299999999999,500.0
Schmitt,Wendy,55,153.3,76.3,F,oui,bac,Île-de-France,oui,non,2811.0,célibataire,2.0,0.54,2021-01-06,775.0,691.794,500.0
Wilson,Melissa,31,174.3,52.0,F,non,bac,Hauts-de-France,non,oui,1927.0,célibataire,4.0,0.52,2024-06-10,742.0,806.3860000000001,500.0
Jensen,Kenneth,50,184.1,84.2,H,non,doctorat,Corse,oui,oui,3251.0,veuf,5.0,0.53,2023-02-24,541.0,913.21,18105.06432393928
Hahn,Johnathan,47,158.9,80.3,F,non,master,Auvergne-Rhône-Alpes,non,oui,500.0,marié,3.0,0.05,2022-03-08,581.0,650.918,6210.585120723677
Bryant,Mary,58,157.2,65.1,F,oui,bac,Corse,oui,oui,765.0,célibataire,2.0,0.5,2020-01-11,746.0,654.6379999999999,500.0
Fischer,Jon,52,187.3,81.2,F,oui,aucun,Bretagne,non,oui,545.0,marié,4.0,0.82,2023-07-17,843.0,532.2,1997.1270482276104
Roth,Christopher,61,152.2,46.4,H,non,bac+2,Île-de-France,oui,non,2365.0,divorcé,3.0,0.95,2021-12-26,581.0,924.01,500.0
Maldonado,Cynthia,37,167.9,85.2,H,non,bac+2,Bretagne,oui,oui,1469.0,marié,4.0,0.83,2021-02-24,747.0,766.198,5679.207080273481
Wheeler,Anita,48,166.3,78.5,H,oui,bac,Occitanie,non,oui,1394.0,veuf,1.0,0.1,2021-05-08,553.0,806.458,15749.610612152856
Hicks,Marie,50,164.8,91.2,H,non,doctorat,Normandie,oui,non,3274.0,célibataire,1.0,0.38,2024-03-10,510.0,838.3420000000002,500.0
Lang,Emily,42,152.0,64.8,F,oui,bac,Bretagne,non,non,3045.0,célibataire,4.0,0.7,2020-08-14,620.0,835.018,500.0
Lewis,Matthew,54,175.8,55.0,F,oui,master,Bretagne,oui,oui,2389.0,marié,1.0,0.06,2024-07-22,431.0,1079.4260000000002,20148.565597825826
Ross,Yesenia,66,176.1,61.7,H,oui,aucun,Normandie,oui,non,2510.0,marié,2.0,0.22,2023-09-14,577.0,721.012,500.0
Rodriguez,William,69,167.5,76.6,F,oui,master,Occitanie,non,oui,2900.0,célibataire,0.0,0.73,2024-01-15,688.0,311.03,34024.88664034968
Kennedy,Theresa,48,186.7,51.2,H,non,aucun,Bretagne,non,non,500.0,veuf,0.0,0.01,2024-09-28,458.0,806.098,500.0
Scott,Adam,49,174.8,72.7,F,oui,aucun,Hauts-de-France,non,oui,2284.0,veuf,0.0,0.05,2021-01-14,391.0,880.506,500.0
Long,Jerry,22,180.5,75.0,H,non,doctorat,Hauts-de-France,oui,non,960.0,veuf,1.0,0.55,2022-09-28,553.0,802.476,500.0
Graham,Robert,55,155.4,71.6,F,non,bac,Auvergne-Rhône-Alpes,non,non,1236.0,célibataire,2.0,0.03,2024-06-15,577.0,621.3720000000001,500.0
Hale,Barbara,44,169.8,72.8,F,non,master,Bretagne,oui,non,1607.0,veuf,1.0,0.77,2021-01-30,553.0,734.0719999999999,500.0
Santana,Thomas,34,178.3,59.2,F,non,master,Bretagne,oui,oui,1990.0,célibataire,5.0,0.86,2022-12-01,557.0,742.454,500.0
Shaffer,Andrew,24,175.5,57.7,F,non,bac+2,Auvergne-Rhône-Alpes,non,oui,3120.0,marié,4.0,0.96,2020-10-13,576.0,762.798,7496.123207050458
Martin,Jessica,38,158.3,72.4,H,oui,bac+2,Occitanie,oui,oui,1307.0,veuf,3.0,0.05,2023-02-13,393.0,924.608,2662.8609420212924
Valentine,Michael,73,168.8,66.4,F,oui,bac+2,Île-de-France,non,non,2134.0,célibataire,2.0,0.27,2024-02-29,399.0,813.1220000000001,500.0
Owen,Austin,47,168.2,73.4,H,oui,bac,Île-de-France,non,oui,2710.0,veuf,4.0,0.47,2021-03-12,576.0,1271.15,23102.73510726395
Mills,Victoria,44,180.1,66.7,H,non,aucun,Occitanie,non,non,2120.0,divorcé,1.0,0.42,2024-07-08,553.0,1131.3319999999999,500.0
Stephens,Gerald,18,168.4,66.4,H,oui,aucun,Occitanie,non,oui,2111.0,divorcé,4.0,0.46,2020-02-21,504.0,596.902,9760.812159705438
Mcbride,Teresa,51,154.1,86.3,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,2864.0,célibataire,0.0,0.33,2023-12-03,580.0,913.8280000000001,17469.36669042196
Evans,Kayla,68,188.3,75.4,H,non,master,Auvergne-Rhône-Alpes,non,oui,1794.0,divorcé,2.0,0.65,2022-08-24,577.0,782.13,15137.843561515212
Sherman,Heather,40,180.7,68.7,H,oui,bac,Normandie,oui,non,2457.0,veuf,2.0,0.41,2024-07-03,370.0,590.87,500.0
Baldwin,Kevin,60,168.9,60.9,H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,1376.0,marié,1.0,0.9,2021-07-17,553.0,937.4560000000001,500.0
Lozano,Mason,47,146.9,74.9,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,5310.0,veuf,1.0,0.54,2023-09-16,613.0,760.2239999999999,22058.8149152844
Potter,Mackenzie,72,155.0,73.5,H,non,master,Bretagne,oui,oui,2781.0,divorcé,2.0,0.66,2024-04-14,573.0,751.374,18216.408515220075
Stewart,Paul,57,168.2,51.8,H,non,aucun,Hauts-de-France,non,oui,2214.0,célibataire,5.0,0.01,2022-09-09,303.0,988.656,500.0
Bell,Lindsey,61,156.1,66.6,H,non,doctorat,Corse,non,non,4177.0,célibataire,3.0,0.72,2024-04-25,581.0,794.256,500.0
Cole,Thomas,18,170.9,52.6,H,oui,aucun,Île-de-France,oui,non,2491.0,veuf,5.0,0.13,2024-03-03,343.0,607.1,500.0
Zhang,Melissa,55,179.3,59.6,F,oui,master,Normandie,oui,non,3859.0,veuf,1.0,0.72,2022-01-01,553.0,826.64,500.0
Maddox,Aaron,40,170.1,62.2,H,non,doctorat,Occitanie,oui,oui,1516.0,marié,2.0,0.45,2020-04-25,577.0,556.14,14836.922940266955
Young,Wesley,38,187.0,60.9,F,oui,master,Corse,non,non,3405.0,marié,4.0,0.36,2025-01-20,576.0,849.91,500.0
Davis,Cassandra,71,188.5,58.9,H,non,bac+2,Normandie,non,oui,4137.0,célibataire,1.0,0.88,2023-05-22,401.0,403.79,13145.425053072247
Sosa,Stephanie,45,164.4,60.8,F,non,master,Occitanie,oui,oui,1992.0,veuf,5.0,0.47,2020-02-08,530.0,620.69,6723.662297466024
Rice,Angela,71,150.5,68.1,H,non,master,Île-de-France,oui,oui,500.0,célibataire,3.0,0.54,2020-09-06,642.0,482.6199999999999,5881.112146935091
Armstrong,Elizabeth,28,176.9,99.3,H,non,aucun,Île-de-France,oui,oui,4450.0,célibataire,4.0,0.12,2023-10-02,610.0,995.8939999999999,10600.203328979927
Diaz,Jacob,18,161.4,94.8,F,non,doctorat,Bretagne,oui,non,4216.0,célibataire,1.0,0.04,2022-09-29,347.0,619.844,500.0
Johnson,Erica,68,186.1,75.0,H,non,doctorat,Île-de-France,non,oui,1848.0,divorcé,2.0,0.43,2021-04-29,434.0,885.5600000000001,29148.70531457577
Rogers,Angela,60,157.6,35.806,F,oui,bac,Auvergne-Rhône-Alpes,oui,oui,2822.0,marié,0.0,0.94,2022-07-21,764.0,1083.338,11964.160775187183
Clements,Eric,33,160.4,93.1,F,oui,bac,Occitanie,oui,oui,500.0,veuf,5.0,0.08,2020-11-30,557.0,656.9540000000001,500.0
