nom,prenom,niveau_etude,region,smoker,revenu_estime_mois,historique_credits,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Wallace,Roger,master,Île-de-France,oui,4290.0,4.0,2021-07-18,806.0,729.12,28278.78890632364
Dixon,Daniel,aucun,Corse,non,579.0,4.0,2024-09-13,576.0,613.8720000000001,500.0
White,Wendy,master,Bretagne,non,3535.0,1.0,2022-06-18,553.0,718.304,31031.6492562988
Richardson,Kevin,doctorat,Bretagne,non,2808.0,3.0,2021-01-04,600.0,639.298,29909.34179769602
Bruce,Joseph,aucun,Occitanie,oui,2859.0,1.0,2025-05-15,553.0,851.7639999999999,4200.779232353485
Schmidt,Paul,master,Bretagne,oui,3959.0,1.0,2024-06-08,553.0,808.2520000000001,14997.20770869902
Brown,Vanessa,bac,Auvergne-Rhône-Alpes,oui,2079.0,3.0,2022-11-19,581.0,522.54,10178.598894714703
Barker,Taylor,doctorat,Bretagne,oui,3842.0,4.0,2022-12-21,576.0,778.2299999999999,34886.29831224039
Gonzalez,Bridget,bac,Auvergne-Rhône-Alpes,non,4380.0,4.0,2020-11-25,581.0,898.08,16840.526540722756
Harris,Amy,master,Hauts-de-France,oui,2273.0,4.0,2024-01-13,371.0,1040.8400000000001,500.0
Cobb,Diana,bac+2,Provence-Alpes-Côte d’Azur,non,1516.0,1.0,2023-03-02,474.0,787.884,13826.038961365672
Chang,Richard,bac,Provence-Alpes-Côte d’Azur,oui,500.0,5.0,2020-09-13,557.0,713.5759999999999,1427.3261948891216
Lara,William,aucun,Auvergne-Rhône-Alpes,oui,3796.0,1.0,2020-03-26,323.0,707.3300000000002,500.0
Johnson,Robert,master,Hauts-de-France,oui,4464.0,0.0,2023-06-11,580.0,714.04,13879.322914719867
Horton,Dakota,master,Hauts-de-France,oui,1619.0,2.0,2024-09-25,577.0,909.13,6279.226845614761
Edwards,Sandra,bac+2,Auvergne-Rhône-Alpes,non,500.0,2.0,2025-03-03,577.0,650.918,500.0
Bautista,Lee,bac+2,Hauts-de-France,non,2576.0,2.0,2021-08-22,589.0,685.884,500.0
Robinson,Zachary,bac,Île-de-France,oui,2565.0,4.0,2021-08-21,580.0,595.008,10811.725389041092
Lopez,Mark,doctorat,Auvergne-Rhône-Alpes,oui,4369.0,1.0,2022-08-01,401.0,917.374,29481.308357121317
Watts,Mindy,bac+2,Corse,non,2470.0,2.0,2020-08-04,577.0,950.7300000000001,16664.76377535286
Bennett,Alexis,bac,Bretagne,oui,3030.0,0.0,2021-05-18,580.0,802.158,22689.46661495993
Sanchez,Nicholas,aucun,Bretagne,non,1159.0,5.0,2021-11-19,557.0,941.8459999999999,500.0
Foster,William,bac+2,Corse,oui,2017.0,4.0,2025-02-21,322.0,713.092,500.0
Lloyd,Cheryl,bac,Normandie,oui,2892.0,0.0,2024-10-24,578.0,844.268,500.0
Rogers,Tricia,bac+2,Occitanie,non,3431.0,0.0,2020-09-23,580.0,1088.8,2800.079948934209
Ayala,Henry,aucun,Hauts-de-France,oui,3359.0,4.0,2020-06-27,576.0,663.182,10485.41682685128
Ramirez,Kayla,doctorat,Provence-Alpes-Côte d’Azur,non,1161.0,5.0,2021-12-07,846.0,1009.3299999999999,9291.04715563276
Weiss,Alexandra,doctorat,Bretagne,oui,1944.0,5.0,2024-07-03,557.0,732.624,14566.83478467696
Hernandez,Barbara,master,Bretagne,oui,1557.0,5.0,2021-07-27,557.0,716.0980000000002,500.0
Parks,Jennifer,master,Île-de-France,oui,1536.0,2.0,2023-05-18,577.0,793.222,8798.968443830508
Hanson,Anthony,bac+2,Occitanie,oui,2737.0,0.0,2020-11-30,580.0,799.636,500.0
Parker,Mary,master,Occitanie,non,2763.0,0.0,2024-03-02,580.0,896.5540000000001,500.0
Smith,Mark,aucun,Île-de-France,non,4150.0,2.0,2021-08-06,577.0,933.358,22453.08354542034
Turner,Cynthia,bac,Provence-Alpes-Côte d’Azur,non,2035.0,4.0,2021-08-14,593.0,760.5759999999999,500.0
Ellis,Anne,master,Normandie,non,3147.0,4.0,2020-05-19,576.0,922.6779999999999,500.0
Kelly,Allison,bac+2,Corse,oui,3262.0,3.0,2020-03-02,645.0,906.808,500.0
Harris,Kelli,doctorat,Corse,non,4005.0,3.0,2024-07-25,581.0,911.894,5545.353992648232
Scott,Roger,aucun,Corse,non,2887.0,5.0,2020-10-03,557.0,728.3979999999999,500.0
Curry,Malik,aucun,Hauts-de-France,non,1017.0,5.0,2020-07-17,557.0,757.134,500.0
Perez,Kayla,master,Hauts-de-France,non,3988.0,0.0,2022-02-26,580.0,731.958,24730.3558758046
Aguirre,Kenneth,master,Corse,oui,2872.0,3.0,2022-05-03,581.0,743.4280000000001,500.0
Roberson,Tony,doctorat,Île-de-France,non,3772.0,2.0,2023-12-09,307.0,445.11,10757.139454873057
Frye,Anna,master,Corse,non,2946.0,3.0,2021-11-23,581.0,1055.74,5490.53794572042
Berry,Eric,bac+2,Occitanie,non,3435.0,0.0,2021-10-19,580.0,955.982,4494.761031862237
Dyer,Alexis,doctorat,Île-de-France,non,2734.0,3.0,2021-01-22,590.0,852.542,31663.41744381156
Carter,Laura,bac,Auvergne-Rhône-Alpes,non,2113.0,2.0,2021-09-19,444.0,725.822,12283.824659466776
Perez,Robert,doctorat,Normandie,non,3399.0,0.0,2020-01-31,532.0,781.486,34299.070914559976
Long,Erin,master,Auvergne-Rhône-Alpes,oui,1240.0,2.0,2023-02-16,577.0,673.002,7752.976812037242
Kramer,Victor,bac,Hauts-de-France,non,1860.0,1.0,2020-03-28,553.0,466.58600000000007,2393.4958512787707
Werner,Lucas,master,Corse,non,882.0,5.0,2023-05-12,557.0,715.702,500.0
Warren,Michael,bac,Auvergne-Rhône-Alpes,non,3340.0,1.0,2020-07-12,553.0,793.052,500.0
Hernandez,Thomas,bac+2,Corse,oui,3401.0,4.0,2025-05-07,314.0,854.7120000000001,500.0
Wilson,Laurie,master,Normandie,non,1785.0,3.0,2021-07-17,581.0,595.066,12237.900868549805
Hernandez,Karen,bac,Normandie,oui,5050.0,0.0,2023-08-22,580.0,491.11,500.0
Glover,Dana,master,Auvergne-Rhône-Alpes,non,749.0,2.0,2022-05-27,601.0,1179.53,3075.8252099937777
Payne,Robert,doctorat,Corse,oui,2055.0,1.0,2020-10-16,511.0,812.98,500.0
Hester,Melissa,bac,Hauts-de-France,oui,1917.0,1.0,2020-03-19,844.0,666.536,500.0
Marsh,Karen,doctorat,Corse,oui,2272.0,5.0,2022-05-05,316.0,1040.84,4701.838995519641
Smith,Elizabeth,bac+2,Corse,non,2733.0,5.0,2022-05-22,557.0,788.812,500.0
Harmon,Cody,aucun,Provence-Alpes-Côte d’Azur,oui,1944.0,2.0,2020-01-05,577.0,495.9,500.0
Simmons,Chad,bac,Île-de-France,oui,1972.0,3.0,2021-01-28,581.0,664.598,500.0
Mendez,Jaime,doctorat,Normandie,oui,3302.0,0.0,2024-03-02,580.0,587.484,13783.80607672076
Rosario,Sue,bac+2,Bretagne,oui,3786.0,2.0,2021-03-07,646.0,710.004,20462.51536449928
Walker,Sylvia,bac,Provence-Alpes-Côte d’Azur,non,4350.0,0.0,2021-07-02,580.0,770.254,500.0
Lopez,Francisco,master,Corse,non,4145.0,4.0,2020-09-19,588.0,1240.29,632.9856113192295
Hogan,Sean,bac,Occitanie,oui,500.0,0.0,2025-04-27,580.0,1307.961000000001,500.0
Nicholson,Sara,bac,Île-de-France,oui,3343.0,2.0,2022-12-01,348.0,1172.4,8942.330149292458
Cabrera,Carolyn,bac,Normandie,non,3797.0,5.0,2024-10-06,557.0,630.436,500.0
Harris,Jesus,doctorat,Bretagne,oui,3285.0,3.0,2022-09-12,731.0,753.934,7662.696371813117
Watkins,Andrew,doctorat,Corse,non,3089.0,5.0,2024-10-13,557.0,725.34,500.0
Lewis,Aaron,master,Provence-Alpes-Côte d’Azur,oui,2441.0,0.0,2024-12-05,580.0,524.04,500.0
Becker,Robyn,master,Corse,non,500.0,4.0,2025-01-05,576.0,989.28,1291.4350643599728
Jackson,Cody,master,Occitanie,non,2244.0,5.0,2023-05-13,328.0,832.768,18591.464775323664
Gray,Michelle,bac,Occitanie,oui,1798.0,0.0,2024-04-14,580.0,588.222,500.0
Gould,Michael,master,Bretagne,non,3645.0,3.0,2021-10-08,581.0,932.592,40198.0144647437
Castillo,Tamara,bac+2,Auvergne-Rhône-Alpes,oui,2920.0,1.0,2020-06-05,370.0,1026.826,500.0
Henderson,Elizabeth,doctorat,Bretagne,oui,1963.0,2.0,2024-05-21,577.0,770.2180000000001,500.0
Crawford,Jamie,bac+2,Hauts-de-France,non,4478.0,3.0,2024-01-05,658.0,654.742,588.9678205526361
Freeman,Benjamin,bac+2,Normandie,oui,3482.0,2.0,2022-10-22,542.0,723.33,15574.614222471444
Moore,Ryan,doctorat,Bretagne,non,2509.0,3.0,2025-01-28,712.0,775.914,41882.51994587498
Shields,Christopher,doctorat,Bretagne,non,3700.0,0.0,2024-12-07,580.0,1224.29,25439.4073737775
Ayers,Kara,doctorat,Hauts-de-France,non,1344.0,0.0,2023-11-04,312.0,1092.708,11626.191208630838
Mills,Amber,aucun,Normandie,oui,1545.0,4.0,2021-03-02,576.0,908.08,500.0
Garcia,Donna,bac,Bretagne,oui,2408.0,2.0,2023-03-13,684.0,747.512,5624.001523459144
Bell,Kimberly,doctorat,Occitanie,non,500.0,1.0,2024-11-30,553.0,656.9540000000001,2802.549262989341
Newton,Richard,bac,Bretagne,non,1982.0,1.0,2023-12-28,553.0,806.076,500.0
Nash,Kathleen,bac+2,Bretagne,non,3268.0,4.0,2024-07-10,576.0,1112.48,500.0
Watson,Joshua,doctorat,Auvergne-Rhône-Alpes,non,1887.0,5.0,2024-10-27,366.0,799.9420000000001,500.0
Carson,Haley,bac,Normandie,non,4077.0,5.0,2020-05-30,307.0,893.8059999999999,500.0
Robertson,Robert,bac+2,Hauts-de-France,non,3984.0,2.0,2021-01-25,577.0,809.74,19537.772004346796
Reed,Walter,bac,Corse,non,3611.0,3.0,2021-10-30,791.0,918.8299999999999,500.0
Lopez,Kimberly,master,Île-de-France,oui,3797.0,4.0,2020-04-02,576.0,748.574,32485.5125850616
George,Mark,aucun,Occitanie,non,3167.0,4.0,2025-01-06,576.0,898.8459999999999,500.0
Payne,Brenda,bac+2,Hauts-de-France,oui,2145.0,3.0,2023-12-16,718.0,360.21,500.0
Harris,Jacqueline,doctorat,Occitanie,non,1362.0,3.0,2023-07-11,581.0,517.66,41560.15576416807
Campbell,Judith,master,Auvergne-Rhône-Alpes,non,3157.0,3.0,2023-06-13,383.0,1075.2559999999999,33945.46844796113
Mccoy,Ethan,master,Provence-Alpes-Côte d’Azur,non,3775.0,5.0,2023-11-01,557.0,994.432,24446.63140042045
Myers,Danielle,doctorat,Auvergne-Rhône-Alpes,non,500.0,1.0,2021-09-02,353.0,650.918,17504.061902659647
Powell,Michael,master,Bretagne,non,1761.0,0.0,2024-12-19,761.0,881.326,500.0
Waters,Joseph,bac,Corse,non,1093.0,5.0,2025-04-22,557.0,925.2539999999999,500.0
Weaver,Robert,bac,Corse,oui,2505.0,2.0,2023-05-14,341.0,743.824,500.0
Valdez,Sean,doctorat,Île-de-France,oui,1462.0,3.0,2023-06-10,581.0,637.1200000000001,15091.215431842027
Jacobson,Cameron,master,Normandie,oui,3227.0,2.0,2022-01-25,727.0,747.558,10821.953499793866
Gentry,Miguel,bac+2,Hauts-de-France,oui,853.0,3.0,2021-03-25,670.0,941.7620000000001,500.0
Webb,Daniel,master,Occitanie,oui,1417.0,5.0,2022-12-11,602.0,476.08,9744.640953057204
Farmer,Jennifer,bac,Occitanie,non,2561.0,3.0,2020-11-02,324.0,807.336,8124.204890406398
Robinson,Derrick,bac+2,Occitanie,oui,3215.0,1.0,2021-05-18,545.0,1307.961000000001,28985.756050308053
Thompson,Mary,master,Corse,non,1630.0,3.0,2024-06-08,396.0,628.406,4779.832467356635
Lee,David,bac,Normandie,non,3023.0,2.0,2021-10-08,753.0,849.98,500.0
Crawford,Makayla,bac+2,Auvergne-Rhône-Alpes,non,1548.0,4.0,2020-07-10,576.0,772.78,500.0
White,Andrea,aucun,Normandie,oui,1622.0,0.0,2025-04-19,580.0,820.8900000000001,500.0
Shaw,Renee,aucun,Provence-Alpes-Côte d’Azur,non,3639.0,5.0,2023-08-13,652.0,1047.8139999999999,500.0
Howard,Timothy,doctorat,Hauts-de-France,non,1562.0,0.0,2020-03-28,580.0,327.98,23999.55890665811
Bullock,Lori,master,Auvergne-Rhône-Alpes,oui,3629.0,1.0,2020-05-06,556.0,1011.2400000000001,22178.34123857788
Thomas,Ryan,bac+2,Provence-Alpes-Côte d’Azur,non,3427.0,3.0,2024-12-25,581.0,880.3900000000001,24821.2313526381
Clark,Samantha,bac,Occitanie,non,3088.0,3.0,2020-05-17,794.0,1117.92,500.0
Johnson,Andrew,bac+2,Normandie,oui,4112.0,3.0,2021-08-30,581.0,265.2039,10536.856476130915
Smith,Amanda,bac,Île-de-France,oui,3540.0,3.0,2022-08-12,581.0,546.456,11708.38967910269
Bennett,Samantha,bac+2,Provence-Alpes-Côte d’Azur,non,3224.0,5.0,2023-07-21,726.0,707.04,22633.800575402543
Ortega,Wesley,bac+2,Auvergne-Rhône-Alpes,non,4235.0,2.0,2024-03-13,577.0,776.274,500.0
Robinson,Anthony,bac,Occitanie,oui,1506.0,4.0,2021-08-28,576.0,971.8,500.0
Howard,Joel,bac,Île-de-France,oui,4219.0,1.0,2024-04-03,765.0,751.942,16409.100271857806
Mills,Tracey,aucun,Bretagne,non,1308.0,2.0,2022-11-08,341.0,984.9219999999999,500.0
Jimenez,John,master,Normandie,non,3035.0,4.0,2024-10-27,576.0,668.0559999999999,7113.31944843289
Shaw,William,bac+2,Occitanie,non,1767.0,3.0,2022-10-23,581.0,899.05,8896.717526184904
Wheeler,April,aucun,Normandie,oui,2702.0,5.0,2023-09-07,557.0,836.912,500.0
Brown,Charles,master,Corse,oui,5082.0,0.0,2021-12-13,580.0,608.61,16911.284175268138
Alvarez,Samuel,bac,Occitanie,oui,1459.0,3.0,2021-02-25,581.0,727.0740000000001,500.0
Hill,Elizabeth,bac,Bretagne,oui,2731.0,0.0,2024-06-18,580.0,1219.68,4197.213158959312
Davis,Janice,aucun,Hauts-de-France,oui,4897.0,3.0,2022-04-15,581.0,958.9,500.0
Vaughn,Robin,doctorat,Provence-Alpes-Côte d’Azur,oui,3126.0,5.0,2022-06-17,557.0,630.324,21860.83946953087
Thompson,Erin,bac+2,Bretagne,non,3299.0,3.0,2024-08-09,725.0,587.5360000000001,25301.57487470256
Stewart,Justin,doctorat,Corse,non,4138.0,3.0,2024-03-23,581.0,542.492,500.0
Smith,James,doctorat,Provence-Alpes-Côte d’Azur,oui,2752.0,4.0,2020-10-26,452.0,265.2039,500.0
Cook,Karen,bac+2,Corse,oui,987.0,5.0,2020-05-18,557.0,708.796,500.0
White,Desiree,bac,Corse,non,2041.0,3.0,2024-07-16,581.0,788.3199999999999,500.0
Miller,Jason,aucun,Normandie,non,2776.0,0.0,2021-03-08,838.0,1044.5720000000001,500.0
Jimenez,Melanie,bac+2,Provence-Alpes-Côte d’Azur,oui,1866.0,5.0,2024-01-29,821.0,699.734,3790.511534864229
Perry,Valerie,bac+2,Hauts-de-France,non,1936.0,3.0,2020-06-12,381.0,908.2480000000002,500.0
Boyer,George,bac+2,Normandie,oui,3292.0,4.0,2023-08-30,652.0,727.31,500.0
Long,Seth,bac,Auvergne-Rhône-Alpes,oui,2991.0,5.0,2020-03-03,471.0,651.8799999999999,500.0
Joseph,Jeffrey,aucun,Normandie,oui,500.0,3.0,2022-02-04,581.0,654.534,500.0
Payne,Lindsey,bac+2,Auvergne-Rhône-Alpes,non,698.0,1.0,2020-03-09,553.0,829.586,500.0
Hall,Sandy,bac+2,Île-de-France,oui,1620.0,0.0,2022-03-18,580.0,945.82,500.0
Burns,Sharon,bac,Occitanie,non,1287.0,0.0,2020-05-08,580.0,918.5959999999999,500.0
Taylor,Richard,master,Normandie,non,2452.0,5.0,2022-08-28,308.0,781.0920000000001,17534.89400357983
Higgins,Ronald,bac+2,Hauts-de-France,non,4036.0,0.0,2022-03-24,519.0,665.338,12920.37138248396
Lawson,Michael,aucun,Provence-Alpes-Côte d’Azur,non,1213.0,0.0,2023-05-28,580.0,918.742,7897.997418082562
Gonzalez,Steve,bac,Hauts-de-France,non,3619.0,5.0,2024-07-10,557.0,958.6020000000001,500.0
Cain,Robert,aucun,Occitanie,non,1902.0,3.0,2022-08-10,581.0,1001.94,4830.143862580268
Quinn,Michelle,bac+2,Corse,oui,1544.0,3.0,2020-05-09,581.0,758.918,500.0
Gallagher,Karen,master,Occitanie,non,4606.0,0.0,2023-05-23,637.0,804.822,34189.91989980388
Cooper,Katherine,aucun,Corse,non,2098.0,0.0,2020-12-12,761.0,556.38,500.0
Figueroa,Jeffrey,bac+2,Île-de-France,oui,3403.0,3.0,2021-09-06,635.0,961.8979999999999,31210.78545141924
Ayala,Melanie,aucun,Auvergne-Rhône-Alpes,oui,3939.0,2.0,2023-11-14,794.0,658.516,500.0
Martinez,Matthew,master,Provence-Alpes-Côte d’Azur,non,644.0,4.0,2023-08-10,576.0,451.89,25780.25947680529
Cardenas,Linda,doctorat,Bretagne,oui,500.0,4.0,2021-08-10,562.0,806.098,500.0
Chambers,Shannon,aucun,Auvergne-Rhône-Alpes,oui,5519.0,2.0,2024-09-19,577.0,988.994,18924.63953105682
Taylor,Nicole,aucun,Île-de-France,oui,2082.0,5.0,2023-02-18,393.0,886.13,500.0
Williams,Matthew,master,Normandie,non,2013.0,0.0,2024-04-06,580.0,567.082,13261.45443517397
Taylor,Nancy,doctorat,Occitanie,non,2933.0,3.0,2022-02-20,723.0,889.6619999999999,30863.148732191665
Lamb,Sean,bac+2,Normandie,oui,668.0,0.0,2020-07-19,580.0,842.682,500.0
Lawson,Jesse,bac+2,Normandie,oui,5436.0,4.0,2023-04-25,498.0,918.482,500.0
Oneal,Jessica,aucun,Île-de-France,oui,1387.0,1.0,2024-01-26,553.0,1031.916,500.0
Avery,Christopher,aucun,Occitanie,oui,2429.0,2.0,2024-03-19,649.0,843.7239999999999,2332.510420608602
Pope,Bruce,doctorat,Auvergne-Rhône-Alpes,oui,2214.0,2.0,2020-09-19,577.0,965.23,21732.645617542137
Hebert,Holly,doctorat,Corse,oui,2231.0,3.0,2024-10-02,581.0,628.27,500.0
King,Patricia,aucun,Provence-Alpes-Côte d’Azur,oui,6195.0,4.0,2023-05-16,615.0,630.27,500.0
Caldwell,Hector,master,Corse,oui,973.0,2.0,2020-04-29,309.0,715.8880000000001,500.0
Patterson,Nicole,bac,Bretagne,non,913.0,3.0,2023-01-18,581.0,460.44,9838.808737111673
Hanson,Jennifer,aucun,Bretagne,oui,1379.0,4.0,2023-12-10,576.0,601.76,500.0
Cruz,Daniel,aucun,Occitanie,non,2287.0,0.0,2021-05-14,645.0,835.1020000000001,8549.227824358428
Rios,Tasha,doctorat,Auvergne-Rhône-Alpes,non,2711.0,4.0,2020-02-26,430.0,825.626,12054.52227794225
Klein,Patrick,bac,Normandie,oui,3450.0,4.0,2025-01-22,576.0,403.59,1084.2065490912055
English,Nathan,bac,Corse,non,1381.0,2.0,2021-02-28,577.0,854.5960000000001,500.0
Diaz,Cassidy,aucun,Occitanie,oui,1817.0,1.0,2021-03-14,553.0,611.778,500.0
Christian,Harold,bac,Occitanie,non,1765.0,5.0,2021-10-31,719.0,1014.31,11315.479313698754
Hernandez,Deborah,bac+2,Bretagne,non,4290.0,3.0,2024-05-14,581.0,716.772,5352.589393528453
Guerrero,Danielle,doctorat,Normandie,oui,1917.0,2.0,2024-12-19,577.0,666.5360000000001,500.0
Norton,Edward,bac+2,Normandie,oui,2366.0,1.0,2021-01-16,553.0,749.5719999999999,500.0
Powell,Patricia,aucun,Hauts-de-France,non,3768.0,2.0,2021-09-30,737.0,528.5939999999999,10202.092157423223
Rios,Carol,doctorat,Corse,non,1372.0,5.0,2024-06-17,557.0,924.3340000000001,500.0
Ward,Daniel,master,Bretagne,non,2712.0,2.0,2024-06-06,577.0,825.626,500.0
Cohen,Brian,aucun,Auvergne-Rhône-Alpes,non,969.0,5.0,2022-03-13,559.0,838.174,500.0
Reyes,Jesse,master,Corse,oui,500.0,0.0,2024-02-06,580.0,1056.134,1594.5532043144772
Peterson,Mary,bac,Corse,oui,4706.0,2.0,2023-08-17,577.0,795.45,500.0
Santiago,Janet,doctorat,Corse,non,2145.0,2.0,2023-05-04,761.0,830.598,32641.33059382787
Alvarez,Angelica,doctorat,Normandie,non,1133.0,5.0,2021-07-06,444.0,664.3480000000001,500.0
Miller,Jean,bac,Hauts-de-France,oui,1859.0,0.0,2023-10-11,518.0,466.58600000000007,500.0
Cruz,Michael,bac,Auvergne-Rhône-Alpes,oui,4489.0,3.0,2020-05-14,581.0,811.244,14230.90256129055
Valenzuela,Toni,aucun,Bretagne,non,3262.0,1.0,2022-03-13,436.0,906.808,500.0
Terrell,David,master,Provence-Alpes-Côte d’Azur,oui,3177.0,2.0,2022-09-24,577.0,883.316,500.0
Trujillo,Gregory,doctorat,Provence-Alpes-Côte d’Azur,non,1542.0,4.0,2022-07-28,388.0,588.53,26286.06036119925
Hunter,Michelle,bac,Auvergne-Rhône-Alpes,oui,4200.0,4.0,2020-08-29,576.0,976.84,500.0
Murray,David,bac+2,Corse,non,1362.0,4.0,2020-09-18,576.0,934.824,500.0
Garcia,Rhonda,aucun,Occitanie,non,1240.0,4.0,2021-02-04,576.0,660.438,8009.04689857999
Malone,Amy,doctorat,Corse,non,3700.0,0.0,2020-12-17,514.0,820.9860000000001,32854.247545834616
Harrington,Martin,bac,Corse,non,2560.0,0.0,2021-05-22,771.0,866.05,3041.551620678011
Orozco,William,master,Normandie,non,2185.0,2.0,2024-04-12,805.0,591.48,25160.812747820622
Burton,Sandra,master,Provence-Alpes-Côte d’Azur,oui,2329.0,1.0,2020-07-05,553.0,601.11,15829.582667960049
Sandoval,Natalie,bac,Bretagne,non,2188.0,4.0,2025-01-26,576.0,750.5899999999999,500.0
Walker,Daniel,bac+2,Corse,oui,2729.0,0.0,2020-10-29,580.0,729.298,1962.711891291
Houston,Michael,doctorat,Île-de-France,non,753.0,5.0,2020-08-28,462.0,785.496,11845.682562603515
Rosario,Janet,bac+2,Auvergne-Rhône-Alpes,oui,2907.0,1.0,2024-07-21,553.0,863.732,11375.490991298562
Martinez,Adam,master,Normandie,non,1443.0,5.0,2020-06-30,435.0,913.1220000000001,500.0
Hamilton,Christopher,bac+2,Occitanie,oui,2743.0,3.0,2021-10-17,613.0,595.37,9070.425185200971
Ellis,Betty,bac,Île-de-France,oui,2279.0,1.0,2021-05-05,490.0,1078.53,12172.858863110296
Brown,Joshua,doctorat,Île-de-France,non,1780.0,0.0,2021-11-27,580.0,672.02,24301.601444520653
Garcia,David,aucun,Occitanie,oui,2790.0,5.0,2024-09-07,557.0,669.4,500.0
Evans,James,aucun,Bretagne,oui,3542.0,0.0,2024-06-23,580.0,504.524,500.0
Sullivan,Melinda,aucun,Corse,oui,2749.0,2.0,2025-01-28,577.0,747.242,500.0
Oconnor,Matthew,aucun,Hauts-de-France,oui,533.0,4.0,2020-08-11,576.0,749.9680000000001,500.0
Ball,Lisa,bac+2,Bretagne,oui,2016.0,0.0,2021-07-19,676.0,583.656,20634.27309601286
Flores,Carla,aucun,Hauts-de-France,non,1262.0,5.0,2022-01-11,557.0,633.76,500.0
Bailey,Jorge,bac+2,Île-de-France,non,3084.0,4.0,2023-12-24,576.0,801.4200000000001,13449.810823556034
Davis,Alexander,bac+2,Bretagne,oui,3428.0,5.0,2024-07-17,829.0,880.39,500.0
Williams,Stephanie,master,Normandie,non,698.0,1.0,2023-03-22,464.0,829.586,500.0
Chandler,Adam,doctorat,Occitanie,oui,2403.0,4.0,2020-10-25,522.0,890.6600000000001,15553.7977790045
Stephens,Cindy,doctorat,Normandie,non,1837.0,0.0,2024-09-27,580.0,741.702,35748.24279436244
Huffman,Jennifer,bac+2,Hauts-de-France,non,1925.0,3.0,2023-07-05,762.0,713.958,500.0
Porter,Roy,aucun,Provence-Alpes-Côte d’Azur,non,3553.0,0.0,2022-06-30,580.0,823.18,500.0
Lewis,David,master,Bretagne,non,3795.0,3.0,2022-08-28,666.0,707.3299999999999,40484.65879775542
Daniels,John,doctorat,Hauts-de-France,non,2084.0,3.0,2022-12-03,492.0,756.51,24182.78880374963
Matthews,Calvin,doctorat,Île-de-France,non,4030.0,1.0,2023-08-11,553.0,729.558,6891.35594044505
Leblanc,Morgan,bac,Bretagne,non,4115.0,1.0,2023-05-15,553.0,756.3039999999999,4878.327387280616
Phillips,Wendy,bac,Auvergne-Rhône-Alpes,oui,5660.0,3.0,2020-09-11,417.0,573.2439999999999,500.0
Torres,Melissa,bac,Hauts-de-France,non,3376.0,0.0,2021-04-10,443.0,817.388,500.0
Gates,Michael,bac+2,Occitanie,oui,1570.0,0.0,2022-02-28,580.0,524.31,1160.0868887239776
Rosales,Jimmy,master,Auvergne-Rhône-Alpes,oui,1589.0,1.0,2024-12-02,553.0,625.41,500.0
Wade,Austin,bac+2,Hauts-de-France,non,2743.0,1.0,2024-04-07,597.0,930.2040000000001,500.0
Wright,Jon,bac,Provence-Alpes-Côte d’Azur,oui,3450.0,5.0,2022-07-17,686.0,709.236,17759.999390975925
Scott,Ricky,aucun,Hauts-de-France,non,3876.0,0.0,2020-09-08,842.0,645.2040000000001,500.0
Rogers,Karen,master,Bretagne,oui,1889.0,2.0,2020-08-22,577.0,1055.92,500.0
Pierce,Ernest,bac,Corse,oui,2477.0,1.0,2021-12-06,553.0,776.778,500.0
Reyes,Dana,bac,Hauts-de-France,non,4227.0,2.0,2022-07-11,812.0,769.858,500.0
Smith,Xavier,bac+2,Hauts-de-France,oui,2306.0,0.0,2021-08-07,580.0,823.36,500.0
Boyer,Cody,aucun,Auvergne-Rhône-Alpes,non,2155.0,1.0,2024-03-08,553.0,839.45,7714.411705886669
Warner,Martin,master,Auvergne-Rhône-Alpes,oui,1730.0,5.0,2025-03-25,686.0,829.0260000000001,17034.237622993576
Lewis,Keith,aucun,Auvergne-Rhône-Alpes,non,4065.0,4.0,2024-09-27,392.0,1021.43,16829.912975914045
Love,Jonathan,doctorat,Occitanie,oui,2619.0,2.0,2022-01-05,483.0,923.9939999999999,23639.29465910752
Hughes,Patricia,bac,Provence-Alpes-Côte d’Azur,non,3240.0,5.0,2024-08-08,589.0,654.4939999999999,500.0
Sanchez,Kenneth,master,Corse,non,2914.0,5.0,2022-11-15,357.0,1017.0260000000001,15433.018661801616
Drake,Bryan,aucun,Île-de-France,oui,2808.0,0.0,2023-12-19,569.0,786.57,9389.233397360911
Wolfe,Andrew,bac+2,Hauts-de-France,oui,4416.0,3.0,2020-02-04,581.0,826.13,960.5357600150954
Kramer,Randy,bac,Occitanie,non,3865.0,3.0,2022-09-10,651.0,773.194,21325.48160939889
Solomon,Jo,doctorat,Occitanie,non,1746.0,3.0,2021-06-13,581.0,801.4739999999999,25431.65072661764
Garcia,Jennifer,aucun,Hauts-de-France,non,1886.0,3.0,2021-10-17,581.0,1275.89,500.0
Thompson,Amy,bac+2,Normandie,oui,3294.0,1.0,2022-12-03,816.0,531.726,11146.98137383644
Gray,Ashley,aucun,Occitanie,oui,2051.0,0.0,2020-07-29,767.0,679.878,500.0
Mitchell,Carlos,bac+2,Bretagne,non,864.0,3.0,2022-06-15,581.0,685.5559999999999,500.0
Gibbs,Timothy,bac+2,Auvergne-Rhône-Alpes,non,500.0,4.0,2021-09-07,576.0,650.918,500.0
Owens,Chase,bac,Bretagne,non,718.0,5.0,2024-10-23,490.0,638.208,500.0
